Utility Characteristics,Unnamed: 1,Unnamed: 2,Unnamed: 3,Photovoltaic,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Wind,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Other,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Total,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63
2015,17320,Sleepy Eye Public Utility Comm,MN,0.004, , , ,0.004,2, , , ,2,0, , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.004,0,0,0,0.004,2,0,0,0,2,0,0,0,0,0
2015,17324,Slinger Utilities,WI,0.005,0.005,0,0,0.01,1,1,0,0,2,0,0,0,0,0, , ,0,0,0, , ,0,0,0,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0.005,0.005,0,0,0.01,1,1,0,0,2,0,0,0,0,0
2015,17457,Town of Smyrna - (DE),DE,0.045,0.066, , ,0.111,8,3, , ,11, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.045,0.066,0,0,0.111,8,3,0,0,11,0,0,0,0,0
2015,17470,PUD 1 of Snohomish County,WA,5.497,0.647, , ,6.144,847,72, , ,919, , , , ,0,0.01, , , ,0.01,4, , , ,4, , , , ,0, , , , ,0, , , , ,0, , , , ,0,5.507,0.647,0,0,6.154,851,72,0,0,923,0,0,0,0,0
2015,17492,"Socorro Electric Coop, Inc",NM,0.22,0.07, , ,0.29,53,8, , ,61,75.09,13.95, , ,89.04, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.22,0.07,0,0,0.29,53,8,0,0,61,75.09,13.95,0,0,89.04
2015,17539,South Carolina Electric&Gas Company,SC,2.229,0.188, , ,2.417,448,14, , ,462,869.459,16.364, , ,885.823, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,2.229,0.188,0,0,2.417,448,14,0,0,462,869.459,16.364,0,0,885.823
2015,17543,South Carolina Public Service Authority,SC,0.009, ,0.044, ,0.053,2, ,1, ,3, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.009,0,0.044,0,0.053,2,0,1,0,3,0,0,0,0,0
2015,17548,South Central Public Pwr Dist,NE, , , , ,0, , , , ,0, , , , ,0,0.02, , , ,0.02,2, , , ,2,0, , , ,0, , , , ,0, , , , ,0, , , , ,0,0.02,0,0,0,0.02,2,0,0,0,2,0,0,0,0,0
2015,17550,South Central Electric Assn,MN,0.1,0.04, , ,0.14,8,1, , ,9,58.813,13.04, , ,71.853,0.243,0.191, , ,0.434,10,7, , ,17,175.564,51.426, , ,226.99, , , , ,0, , , , ,0, , , , ,0,0.343,0.231,0,0,0.574,18,8,0,0,26,234.377,64.466,0,0,298.843
2015,17560,Town of South Hadley - (MA),MA,0.154,0.099, , ,0.253,23,2, , ,25, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.154,0.099,0,0,0.253,23,2,0,0,25,0,0,0,0,0
2015,17564,South Kentucky Rural E C C,KY,0.046,0.06,0,0,0.106,8,2,0,0,10,3.483,1.948,0,0,5.431,0.001,0,0,0,0.001,1,0,0,0,1,0.198,0,0,0,0.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0.06,0,0,0.107,9,2,0,0,11,3.681,1.948,0,0,5.629
2015,17565,South Louisiana Elec Coop Assn,LA,0.447, , , ,0.447,78, , , ,78, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.447,0,0,0,0.447,78,0,0,0,78,0,0,0,0,0
2015,17572,South River Elec Member Corp,NC,0.095,0.02, , ,0.115,20,1, , ,21, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.095,0.02,0,0,0.115,20,1,0,0,21,0,0,0,0,0
2015,17585,"Southeastern IL Elec Coop, Inc",IL,0.024, , , ,0.024,3, , , ,3,1, , , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.024,0,0,0,0.024,3,0,0,0,3,1,0,0,0,1
2015,17592,Southeast Colorado Power Assn,CO,0.05, , , ,0.05,16, , , ,16,0.006, , , ,0.006,0.19, ,0.11, ,0.3,25, ,3, ,28,0.003, ,0.075, ,0.078, , , , ,0, , , , ,0, , , , ,0,0.24,0,0.11,0,0.35,41,0,3,0,44,0.009,0,0.075,0,0.084
2015,17599,Southeastern Indiana R E M C,IN,0.098, , , ,0.098,15, , , ,15, , , , ,0,0.008, , , ,0.008,2, , , ,2, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.106,0,0,0,0.106,17,0,0,0,17,0,0,0,0,0
2015,17609,Southern California Edison Co,CA,791.217,222.036,184.856, ,1198.109,154399,3744,447, ,158590,0,0,0, ,0,2.304,1.054,3.185, ,6.543,271,15,8, ,294,0,0, , ,0,0.792,7.518,31.665, ,39.975,86,29,49, ,164,0,0,0, ,0,794.313,230.608,219.706,0,1244.627,154756,3788,504,0,159048,0,0,0,0,0
2015,17612,Bear Valley Electric Service,CA,1.108,0.927,0,0,2.035,256,12,0,0,268,0,0,0,0,0,0.058,0,0,0,0.058,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166,0.927,0,0,2.093,263,12,0,0,275,0,0,0,0,0
2015,17631,Southern Illinois Elec Coop,IL,0.042, , , ,0.042,6, , , ,6, , , , ,0,0.002, , , ,0.002,1, , , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.044,0,0,0,0.044,7,0,0,0,7,0,0,0,0,0
2015,17633,Southern Indiana Gas & Elec Co,IN,0.945,0.226, , ,1.171,121,12, , ,133,0,0, , ,0,0.002,0.002, , ,0.004,1,1, , ,2,0,0, , ,0, , , , ,0, , , , ,0, , , , ,0,0.947,0.228,0,0,1.175,122,13,0,0,135,0,0,0,0,0
2015,17637,Southern Maryland Elec Coop Inc,MD,18.395,3.535, , ,21.93,2126,38, , ,2164,9368.618,3199.226, , ,12567.844,0.02,0.016, , ,0.036,3,3, , ,6,14.35,46.52, , ,60.87,0,0.32, , ,0.32,0,1, , ,1,0,55.54, , ,55.54,18.415,3.871,0,0,22.286,2129,42,0,0,2171,9382.968,3301.286,0,0,12684.254
2015,17642,Southern Public Power District,NE,0.072,0.003,0,0,0.075,6,1,0,0,7,0,0,0,0,0,0.021,0,0,0,0.021,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0.003,0,0,0.096,10,1,0,0,11,0,0,0,0,0
2015,17643,"Southern Iowa Elec Coop, Inc",IA, , , , ,0, , , , ,0, , , , ,0,0.051, , , ,0.051,4, , , ,4,6.61, , , ,6.61,0.008, , , ,0.008,1, , , ,1,8.288, , , ,8.288,0.059,0,0,0,0.059,5,0,0,0,5,14.898,0,0,0,14.898
2015,17646,"Southern Pine Elec Coop, Inc",AL,0.015, , , ,0.015,2, , , ,2, , , , ,0,0.001, , , ,0.001,1, , , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.016,0,0,0,0.016,3,0,0,0,3,0,0,0,0,0
2015,17647,Southern Pine Elec Power Assn,MS,0.026,0.06, , ,0.086,3,1, , ,4,7.941,7.32, , ,15.261, , , , ,0, , , , ,0, , , , ,0, ,0.065, , ,0.065, ,1, , ,1, , , , ,0,0.026,0.125,0,0,0.151,3,2,0,0,5,7.941,7.32,0,0,15.261
2015,17671,Southwest Arkansas E C C,AR,0.022, , , ,0.022,5, , , ,5, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.022,0,0,0,0.022,5,0,0,0,5,0,0,0,0,0
2015,17671,Southwest Arkansas E C C,TX,0.023, , , ,0.023,1, , , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.023,0,0,0,0.023,1,0,0,0,1,0,0,0,0,0
2015,17684,Southwest Louisiana E M C,LA,2.805, , , ,2.805,463, , , ,463, , , , ,0,0.001, , , ,0.001,1, , , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,2.806,0,0,0,2.806,464,0,0,0,464,0,0,0,0,0
2015,17697,Southwestern Electric Coop Inc - (IL),IL,0.132,0.422,0,0,0.554,16,6,0, ,22,61.627,139.48, , ,201.107,0.013,0,0,0,0.013,3,0,0,0,3,0.815,0,0,0,0.815, , , , ,0, , , , ,0, , , , ,0,0.145,0.422,0,0,0.567,19,6,0,0,25,62.442,139.48,0,0,201.922
2015,17698,Southwestern Electric Power Co,AR,0.054,0.581,0,0,0.635,19,14,0,0,33,32.633,92.723,0,0,125.356,0,0.003,0,0,0.003,0,2,0,0,2,0,0.667,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0.584,0,0,0.638,19,16,0,0,35,32.633,93.39,0,0,126.023
2015,17698,Southwestern Electric Power Co,LA,7.314,0.314,0,0,7.628,1295,110,0,0,1405,3063.087,115.31,0,0,3178.397,0.003,0,0,0,0.003,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.317,0.314,0,0,7.631,1296,110,0,0,1406,3063.087,115.31,0,0,3178.397
2015,17698,Southwestern Electric Power Co,TX,0.187,0.376,0,0,0.563,27,19,0,0,46,93.93,86.011,0,0,179.941,0.01,0,0,0,0.01,1,0,0,0,1,3.059,0,0,0,3.059,0,0.06,0,0,0.06,0,1,0,0,1,0,0.136,0,0,0.136,0.197,0.436,0,0,0.633,28,20,0,0,48,96.989,86.147,0,0,183.136
2015,17715,Southwestern Electric Coop Inc - (NM),NM,0.022,0.004, , ,0.026,5,1, , ,6, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.022,0.004,0,0,0.026,5,1,0,0,6,0,0,0,0,0
2015,17718,Southwestern Public Service Co,NM,0.447,7,0.546, ,7.993,52,85,3, ,140, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.447,7,0.546,0,7.993,52,85,3,0,140,0,0,0,0,0
2015,17732,Spanish Fork City Corporation,UT,0.079,0.001,0, ,0.08,23,2,0, ,25,0,0,0, ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.079,0.001,0,0,0.08,23,2,0,0,25,0,0,0,0,0
2015,17826,"Springer Electric Coop, Inc",NM,0.03,0.025, , ,0.055,6,1, , ,7, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.03,0.025,0,0,0.055,6,1,0,0,7,0,0,0,0,0
2015,17828,City of Springfield - (IL),IL,0.297,0.248, , ,0.545,39,19, , ,58, , , , ,0, ,0.01, , ,0.01, ,1, , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.297,0.258,0,0,0.555,39,20,0,0,59,0,0,0,0,0
2015,17833,City Utilities of Springfield - (MO),MO,0.127,0.072,0,0,0.199,21,5,0,0,26,4.221,0,0,0,4.221, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.127,0.072,0,0,0.199,21,5,0,0,26,4.221,0,0,0,4.221
2015,17839,City of Springfield - (OR),OR,0.044,0.098,0.211, ,0.353,14,5,3, ,22, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.044,0.098,0.211,0,0.353,14,5,3,0,22,0,0,0,0,0
2015,17845,City of Springville - (UT),UT,0.134, , , ,0.134,26, , , ,26, , , , ,0,0.005, , , ,0.005,2, , , ,2, , , , ,0, ,0.006, , ,0.006, ,1, , ,1, , , , ,0,0.139,0.006,0,0,0.145,28,1,0,0,29,0,0,0,0,0
2015,17860,City of St Charles - (IL),IL, ,0.12, , ,0.12, ,1, , ,1, ,3.187, , ,3.187, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0,0.12,0,0,0.12,0,1,0,0,1,0,3.187,0,0,3.187
2015,17868,St Croix Electric Coop,WI,0.17, , , ,0.17,15, , , ,15,0.14, , , ,0.14,0.06, , , ,0.06,3, , , ,3, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.23,0,0,0,0.23,18,0,0,0,18,0.14,0,0,0,0.14
2015,17874,City of St George,UT,0.598,0.723,0,0,1.321,107,13,0,0,120, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.598,0.723,0,0,1.321,107,13,0,0,120,0,0,0,0,0
2015,17900,City of Saint Peter,MN, ,0.04, , ,0.04, ,2, , ,2, ,24, , ,24, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0,0.04,0,0,0.04,0,2,0,0,2,0,24,0,0,24
2015,17979,Stanton County Public Pwr Dist,NE,0.008, , , ,0.008,1, , , ,1,1.319, , , ,1.319,0.01, , , ,0.01,1, , , ,1,5.741, , , ,5.741, , , , ,0, , , , ,0, , , , ,0,0.018,0,0,0,0.018,2,0,0,0,2,7.06,0,0,0,7.06
2015,18004,City of Starke - (FL),FL, ,0.045, , ,0.045, ,3, , ,3, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0,0.045,0,0,0.045,0,3,0,0,3,0,0,0,0,0
2015,18019,Stearns Cooperative Elec Assn,MN,0.144,0.096, , ,0.24,15,4,0,0,19,125.893,45.35, , ,171.243,0.294,0.04, , ,0.334,10,2,0,0,12,237.269,10.513, , ,247.782, , , , ,0, , , , ,0, , , , ,0,0.438,0.136,0,0,0.574,25,6,0,0,31,363.162,55.863,0,0,419.025
2015,18047,Steele-Waseca Cooperative Electric,MN,0.054,0,0,0,0.054,6,0,0,0,6,49.906,0,0,0,49.906,0.804,0.161,0,0,0.965,25,5,0,0,30,904.337,49.34,0,0,953.677, , , , ,0, , , , ,0, , , , ,0,0.858,0.161,0,0,1.019,31,5,0,0,36,954.243,49.34,0,0,1003.583
2015,18051,Town of Steilacoom,WA,0.025, , , ,0.025,4, , , ,4,0.019, , , ,0.019, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.025,0,0,0,0.025,4,0,0,0,4,0.019,0,0,0,0.019
2015,18085,South Central Power Company,OH,0.254, , , ,0.254,36, , , ,36,251.873, , , ,251.873,0.002, , , ,0.002,1, , , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.256,0,0,0,0.256,37,0,0,0,37,251.873,0,0,0,251.873
2015,18087,Town of Sterling - (MA),MA,0.173,0.045, , ,0.218,18,2, , ,20, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.173,0.045,0,0,0.218,18,2,0,0,20,0,0,0,0,0
2015,18102,"Steuben Rural Elec Coop, Inc",NY,0.032, , , ,0.032,5, , , ,5,0, , , ,0, , , , ,0,0, , , ,0, , , , ,0, , , , ,0,0, , , ,0, , , , ,0,0.032,0,0,0,0.032,5,0,0,0,5,0,0,0,0,0
2015,18125,Stillwater Utilities Authority,OK,0.023, , , ,0.023,5, , , ,5,0, , , ,0,0.01, , , ,0.01,1, , , ,1,0, , , ,0, , , , ,0, , , , ,0, , , , ,0,0.033,0,0,0,0.033,6,0,0,0,6,0,0,0,0,0
2015,18181,City of Stoughton - (WI),WI,0.025,0.01,0,0,0.035,5,1,0,0,6,0,0,0,0,0, , ,0,0,0, , ,0,0,0,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0.025,0.01,0,0,0.035,5,1,0,0,6,0,0,0,0,0
2015,18206,Strawberry Electric Serv Dist,UT,0.13, , , ,0.13,26, , , ,26, , , , ,0,0.065, , , ,0.065,13, , , ,13, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.195,0,0,0,0.195,39,0,0,0,39,0,0,0,0,0
2015,18249,City of Sturgeon Bay - (WI),WI,0.031,0.016,0,0,0.047,6,3,0,0,9,0,0,0,0,0,0.03, ,0,0,0.03,2, ,0,0,2,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0.061,0.016,0,0,0.077,8,3,0,0,11,0,0,0,0,0
2015,18280,Sulphur Springs Valley E C Inc,AZ,6.5,3.2, , ,9.7,989,266, , ,1255, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,6.5,3.2,0,0,9.7,989,266,0,0,1255,0,0,0,0,0
2015,18304,"Sumter Electric Coop, Inc",FL,1.762,0.277, , ,2.039,297,52, , ,349,971,170, , ,1141, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,1.762,0.277,0,0,2.039,297,52,0,0,349,971,170,0,0,1141
2015,18312,Sun Prairie Utilities,WI,0.004,0.012,0,0,0.016,1,2,0,0,3,0,0,0,0,0, , ,0,0,0, , ,0,0,0,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0.004,0.012,0,0,0.016,1,2,0,0,3,0,0,0,0,0
2015,18360,Suwannee Valley Elec Coop Inc,FL,0.06, , , ,0.06,15, , , ,15,45.441, , , ,45.441, , , , ,0, , , , ,0, , , , ,0, ,0.6, , ,0.6, ,1, , ,1, ,0.307, , ,0.307,0.06,0.6,0,0,0.66,15,1,0,0,16,45.441,0.307,0,0,45.748
2015,18371,Village of Swanton - (VT),VT,0.087, , , ,0.087,15, , , ,15, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.087,0,0,0,0.087,15,0,0,0,15,0,0,0,0,0
2015,18383,Taylor Electric Coop - (WI),WI,0.07,0.1, , ,0.17,11,1, , ,12,11,38, , ,49, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.07,0.1,0,0,0.17,11,1,0,0,12,11,38,0,0,49
2015,18401,"Sun River Electric Coop, Inc",MT, ,0.08, , ,0.08, ,1, , ,1, ,72.6, , ,72.6, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0,0.08,0,0,0.08,0,1,0,0,1,0,72.6,0,0,72.6
2015,18429,City of Tacoma  - (WA),WA,0.952,0.126,0,0,1.078,206,9,0,0,215,686.5,111.1,0,0,797.6, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.952,0.126,0,0,1.078,206,9,0,0,215,686.5,111.1,0,0,797.6
2015,18445,City of Tallahassee - (FL),FL,0.442,0.812, , ,1.254,88,113, , ,201, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.442,0.812,0,0,1.254,88,113,0,0,201,0,0,0,0,0
2015,18446,T I P Rural Electric Coop,IA,0.074, , , ,0.074,4, , , ,4,46.496, , , ,46.496,0.017, , , ,0.017,3, , , ,3,1.522, , , ,1.522, , , , ,0, , , , ,0, , , , ,0,0.091,0,0,0,0.091,7,0,0,0,7,48.018,0,0,0,48.018
2015,18448,Tanner Electric Coop,WA,0.53, , , ,0.53,9, , , ,9, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.53,0,0,0,0.53,9,0,0,0,9,0,0,0,0,0
2015,18449,"Talquin Electric Coop, Inc",FL,0.364,0.409, , ,0.773,59,19, , ,78,131,147, , ,278, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.364,0.409,0,0,0.773,59,19,0,0,78,131,147,0,0,278
2015,18454,Tampa Electric Co,FL,4.953,4.92,0,0,9.873,707,103,0,0,810,2186,2119,0,0,4305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05,0,1,0,0,1,0,0,0,0,0,4.953,4.97,0,0,9.923,707,104,0,0,811,2186,2119,0,0,4305
2015,18488,City of Taunton,MA,0.188,0.579, , ,0.767,27,7, , ,34,51,98, , ,149, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.188,0.579,0,0,0.767,27,7,0,0,34,51,98,0,0,149
2015,18498,Taylor County Rural E C C,KY,0.027, , , ,0.027,3, , , ,3, , , , ,0,0.007, , , ,0.007,1, , , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.034,0,0,0,0.034,4,0,0,0,4,0,0,0,0,0
2015,18499,Three Notch Elec Member Corp,GA, ,0.15, , ,0.15, ,2, , ,2, ,123, , ,123, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0,0.15,0,0,0.15,0,2,0,0,2,0,123,0,0,123
2015,18538,City of Tell City - (IN),IN,0.048, , , ,0.048,1, , , ,1,9, , , ,9, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.048,0,0,0,0.048,1,0,0,0,1,9,0,0,0,9
2015,18917,Tillamook Peoples Utility Dist,OR,0.045,0.029, , ,0.074,13,2, , ,15, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.045,0.029,0,0,0.074,13,2,0,0,15,0,0,0,0,0
2015,18940,Tipmont Rural Elec Member Corp,IN,0.05, , , ,0.05,6, , , ,6, , , , ,0, ,0.002, , ,0.002, ,1, , ,1, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.05,0.002,0,0,0.052,6,1,0,0,7,0,0,0,0,0
2015,18955,"Tri-County Electric Coop, Inc",IL,0.028, , , ,0.028,5, , , ,5, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.028,0,0,0,0.028,5,0,0,0,5,0,0,0,0,0
2015,18956,Tri-County Elec Member Corp,GA,0.033, , , ,0.033,6, , , ,6,17.989, , , ,17.989, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.033,0,0,0,0.033,6,0,0,0,6,17.989,0,0,0,17.989
2015,18976,Trinity Valley Elec Coop Inc,TX,0.451, , , ,0.451,61, , , ,61,137.296, , , ,137.296,0.085, , , ,0.085,28, , , ,28,4.952, , , ,4.952,0.536, , , ,0.536,89, , , ,89,142.248, , , ,142.248,1.072,0,0,0,1.072,178,0,0,0,178,284.496,0,0,0,284.496
2015,18997,The Toledo Edison Co,OH,0.34,8.886,1.864,0,11.09,45,48,3,0,96,0,0,0,0,0,0.273,3.345,0,0,3.618,41,20,0,0,61,0,0,0,0,0,0,0.78,0,0,0.78,0,4,0,0,4,0,0,0,0,0,0.613,13.011,1.864,0,15.488,86,72,3,0,161,0,0,0,0,0
2015,19125,City of Traverse City - (MI),MI,0.052,0.044, , ,0.096,9,2, , ,11,35.958,3.16, , ,39.118, ,0.005, , ,0.005, ,1, , ,1, ,0.564, , ,0.564, , , , ,0, , , , ,0, , , , ,0,0.052,0.049,0,0,0.101,9,3,0,0,12,35.958,3.724,0,0,39.682
2015,19150,Trenton Municipal Utilities - (MO),MO,0.031,0.009, , ,0.04,1,1, , ,2,0.029, , , ,0.029, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.031,0.009,0,0,0.04,1,1,0,0,2,0.029,0,0,0,0.029
2015,19156,Powder River Energy Corp,WY,0.093,0.062, , ,0.155,16,3, , ,19,72.021,28.475, , ,100.496,0.028,0.01, , ,0.038,9,1, , ,10,8.854,1.243, , ,10.097, , , , ,0, , , , ,0, , , , ,0,0.121,0.072,0,0,0.193,25,4,0,0,29,80.875,29.718,0,0,110.593
2015,19157,Tri-County Electric Coop,MN,0.567,0.039,0,0,0.606,39,1,0,0,40,291.102,31.16,0,0,322.262,0.247,0,0,0,0.247,15,0,0,0,15,317.307,0,0,0,317.307,0.036,0,0,0,0.036,1,0,0,0,1,0,0,0,0,0,0.85,0.039,0,0,0.889,55,1,0,0,56,608.409,31.16,0,0,639.569
2015,19158,Tri-County Electric Coop Assn,MO,0.08, , , ,0.08,7, , , ,7, , , , ,0,0.008, , , ,0.008,3, , , ,3, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.088,0,0,0,0.088,10,0,0,0,10,0,0,0,0,0
2015,19159,"Tri-County Electric Coop, Inc",TX,0.366,0.02,0,0,0.386,50,1,0,0,51, , , , ,0,0.034,0,0,0,0.034,34,0,0,0,34, , , , ,0,0,0,0,0,0,0,0,0,0,0, , , , ,0,0.4,0.02,0,0,0.42,84,1,0,0,85,0,0,0,0,0
2015,19160,"Tri-County Electric Coop, Inc",OK,0.08, , , ,0.08,4, , , ,4, , , , ,0,0.019,0.05, , ,0.069,2,1, , ,3, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.099,0.05,0,0,0.149,6,1,0,0,7,0,0,0,0,0
2015,19161,"Tri-County Electric Coop, Inc",FL,0.086, , , ,0.086,12, , , ,12,44.404, , , ,44.404, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.086,0,0,0,0.086,12,0,0,0,12,44.404,0,0,0,44.404
2015,19189,Trico Electric Cooperative Inc,AZ,8.58,6.76, , ,15.34,1283,25, , ,1308,7382.997,654.739, , ,8037.736,0.002, , , ,0.002,1, , , ,1,1.138, , , ,1.138, , , , ,0, , , , ,0, , , , ,0,8.582,6.76,0,0,15.342,1284,25,0,0,1309,7384.135,654.739,0,0,8038.874
2015,19219,Diverse Power Incorporated,GA,0.081, , , ,0.081,13, , , ,13,22.12, , , ,22.12, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.081,0,0,0,0.081,13,0,0,0,13,22.12,0,0,0,22.12
2015,19229,Truckee Donner P U D,CA,0.348,0.225, , ,0.573,112,21, , ,133, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0.348,0.225,0,0,0.573,112,21,0,0,133,0,0,0,0,0
2015,19281,Turlock Irrigation District,CA,7.753,0.435,17.341, ,25.529,1196,29,93, ,1318, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,7.753,0.435,17.341,0,25.529,1196,29,93,0,1318,0,0,0,0,0
2015,19293,Southeastern Electric Coop Inc - (SD),SD, ,0.02, , ,0.02, ,2, , ,2, ,15.095, , ,15.095, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0, , , , ,0,0,0.02,0,0,0.02,0,2,0,0,2,0,15.095,0,0,15.095
2015,19324,Two Rivers Water & Light,WI, ,0.011,0,0,0.011, ,1,0,0,1,0,0,0,0,0, , ,0,0,0, , ,0,0,0,0,0,0,0,0, ,0,0,0,0, ,0,0,0,0,0,0,0, ,0,0,0.011,0,0,0.011,0,1,0,0,1,0,0,0,0,0
