,Month,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Area Affected,NERC Region,Event Type,Demand Loss (MW),Number of Customers Affected,Alert Criteria
2362,February,02/22/2023,18:30:00,Unknown,Unknown,Michigan:,RF,Severe Weather,6200,623358,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2363,February,02/22/2023,16:00:00,02/22/2023,16:01:00,South Dakota:,MRO,Suspicious Activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2364,February,02/23/2023,04:30:00,02/23/2023,13:00:00,"Wisconsin: Kenosha County, Racine County, Milwaukee County, Walworth County, Jefferson County, Waukesha County; Michigan:",MRO,Severe Weather,143,57000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2365,February,02/23/2023,08:50:00,02/23/2023,12:38:00,Colorado: Larimer County;,WECC,System Operations,0,0,Fuel supply emergencies that could impact electric power system adequacy or reliability
2366,February,02/24/2023,12:29:00,02/24/2023,12:45:00,Florida: Pasco County;,SERC,Suspicious Activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2367,February,02/25/2023,00:08:00,02/26/2023,18:08:00,California: Los Angeles County;,WECC,Severe Weather,Unknown,153555,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2368,February,02/26/2023,14:08:00,02/26/2023,15:13:00,North Carolina:,SERC,Actual Physical Attack/Vandalism,Unknown,Unknown,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
2369,February,02/27/2023,13:25:00,02/27/2023,23:59:00,"Michigan: Newaygo County, Oceana County, Ionia County, Montcalm County, Jackson County, Van Buren County, Washtenaw County, Hillsdale County, Lenawee County;",RF,Severe Weather,Unknown,76000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2370,February,02/28/2023,08:00:00,02/28/2023,08:30:00,Wisconsin: Outagamie County;,MRO,Vandalism,14,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
2371,March,03/01/2023,00:00:00,03/01/2023,00:41:00,Indiana: Hamilton County;,MRO,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
2372,March,03/02/2023,19:00:00,03/04/2023,23:00:00,"Texas: Montague County, Cooke County, Grayson County, Fannin County, Lamar County, Young County, Jack County, Wise County, Denton County, Collin County, Hunt County, Delta County, Hopkins County, Stephens County, Palo Pinto County, Parker County, Tarrant County, Dallas County, Rockwall County, Kaufman County, Van Zandt County, Rains County, Eastland County, Erath County, Hood County, Somervell County, Johnson County, Ellis County, Henderson County, Comanche County, Mills County, Hamilton County, Bosque County, Hill County, Navarro County, Freestone County, Anderson County, Lampasas County, Coryell County, Bell County, McLennan County, Falls County, Limestone County, Leon County, Milam County, Robertson County;",TRE,Severe Weather,Unknown,470000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2373,March,03/03/2023,13:45:00,03/03/2023,13:50:00,Illinois: Cook County;,SERC/RF,Suspicious Activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2374,March,03/03/2023,09:45:00,03/03/2023,09:50:00,Mississippi:,SERC,System Operations,38,12014,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2375,March,03/03/2023,08:00:00,03/03/2023,08:01:00,Texas: Tarrant County;,TRE,Suspicious Activity,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2376,March,03/03/2023,15:40:00,Unknown,Unknown,"Kentucky: Oldham County, Jefferson County, Fayette County, Franklin County, Hardin County, Hart County, Hopkins County, Jessamine County, Muhlenberg County, Nelson County, Scott County, Shelby County, Spencer County, Washington County, Woodford County, Bullitt County, Meade County, Lyon County, LaRue County, Henry County, Grayson County, Boyle County, Christian County, Anderson County; Virginia: Wise County;",SERC,Severe Weather,Unknown,346000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2377,March,03/03/2023,19:28:00,03/03/2023,20:54:00,Ohio: Kentucky:,RF,Severe Weather,Unknown,57186,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2378,March,03/03/2023,14:00:00,03/04/2023,04:00:00,Tennessee: Davidson County;,SERC,Severe Weather,Unknown,115000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2379,March,03/03/2023,17:50:00,03/05/2023,12:01:00,Michigan:,RF,Severe Weather,0,200000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2380,March,03/03/2023,12:45:00,03/03/2023,22:42:00,Alabama: Georgia: Mississippi:,SERC,Severe Weather,346,48384,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2381,March,03/03/2023,15:40:00,Unknown,Unknown,"Kentucky: Oldham County, Jefferson County, Fayette County, Franklin County, Hardin County, Hart County, Hopkins County, Jessamine County, Muhlenberg County, Nelson County, Scott County, Shelby County, Spencer County, Washington County, Woodford County, Bullitt County, Meade County, Lyon County, LaRue County, Henry County, Grayson County, Boyle County, Christian County, Anderson County; Virginia: Williamsburg, City of[23], Wise County;",SERC,Severe Weather,Unknown,Unknown,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2382,March,03/04/2023,07:05:00,03/04/2023,07:06:00,Louisiana:,SERC,Transmission Interruption,965,33,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident
2383,March,03/04/2023,07:05:00,03/04/2023,07:06:00,Louisiana:,SERC,Transmission Interruption,800,Unknown,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident
2384,March,03/05/2023,20:03:00,03/06/2023,15:38:00,Georgia: Fulton County;,SERC,Suspicious Activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2385,March,03/05/2023,11:53:00,03/06/2023,07:51:00,"West Virginia: Randolph County, Barbour County;",RF,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2386,March,03/06/2023,16:18:00,03/06/2023,17:30:00,Virginia: Orange County;,SERC,Actual Physical Attack/Vandalism,1,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2387,March,03/07/2023,11:00:00,03/07/2023,15:45:00,Texas: Lubbock County; New Mexico:,TRE,Vandalism,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2388,March,03/07/2023,10:26:00,03/07/2023,14:42:00,Texas: Lubbock County;,TRE,Vandalism,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2389,March,03/08/2023,00:02:00,Unknown,Unknown,Texas: Bee County;,TRE,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2390,March,03/08/2023,01:00:00,03/08/2023,02:00:00,Indiana: Hendricks County;,RF,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2391,March,03/09/2023,18:00:00,03/10/2023,18:00:00,"Wisconsin: Walworth County, Waukesha County, Milwaukee County, Racine County, Ozaukee County, Kenosha County;",MRO/RF,Severe Weather,250,100000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2392,March,03/10/2023,04:48:00,03/10/2023,13:07:00,"Texas: Webb County, Hidalgo County;",TRE,System Operations,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2393,March,03/10/2023,08:00:00,03/10/2023,08:56:00,Idaho: Ada County;,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2394,March,03/14/2023,08:00:00,03/16/2023,08:20:00,Connecticut: Massachusetts: Vermont: Rhode Island: New Hampshire: Maine:,NPCC,Severe Weather,Unknown,83000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2395,March,03/14/2023,09:25:00,03/15/2023,15:00:00,New York:,NPCC,Severe Weather,Unknown,Unknown,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2396,March,03/16/2023,10:34:00,03/16/2023,14:26:00,Texas: Lubbock County;,TRE,Suspicious Activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2397,March,03/22/2023,05:45:00,03/22/2023,05:46:00,Pennsylvania: Greene County;,RF,Suspicious Activity,621,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2398,March,03/23/2023,17:19:00,03/23/2023,18:06:00,Washington: King County;,WECC,Cyber Event,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
2399,March,03/23/2023,11:37:00,03/23/2023,11:38:00,Texas: Tarrant County;,TRE,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2400,March,03/23/2023,00:39:00,03/23/2023,00:40:00,Nevada: Clark County;,WECC,Actual Physical Attack/Vandalism,24,11479,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
2401,March,03/25/2023,16:13:00,03/27/2023,18:30:00,Michigan:,RF,Severe Weather,5800,67893,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2402,March,03/25/2023,16:12:00,Unknown,Unknown,Ohio: West Virginia: Virginia:,RF,Severe Weather,Unknown,160801,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2403,March,03/26/2023,12:52:00,03/26/2023,13:54:00,Washington: Oregon: Josephine County; California: Idaho: Utah: Wyoming: Montana:,WECC ,Vandalism,34,Unknown,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2404,March,2023-03-28 00:00:00,18:03:00,03/28/2023,20:08:00,Texas: Cameron County;,TRE,Suspicious Activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2405,March,03/28/2023,05:22:00,03/28/2023,06:57:00,Texas: Montgomery County;,TRE,System Operations,0,0,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
2406,March,03/28/2023,10:05:00,Unknown,Unknown,Texas: Hartley County;,TRE,Vandalism,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
2407,March,03/29/2023,05:26:00,03/29/2023,07:23:00,Nebraska: Kearney County;,MRO,System Operations,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2408,March,03/29/2023,17:37:00,03/29/2023,19:15:00,Wisconsin: Michigan:,MRO / RF,System Operations,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
2409,March,03/30/2023,09:13:00,03/30/2023,09:15:00,Washington: Kitsap County;,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2410,March,03/30/2023,18:28:00,03/30/2023,22:13:00,Colorado: Larimer County;,WECC,Transmission Interruption,18,Unknown,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
2411,March,03/30/2023,09:40:00,03/30/2023,10:00:00,Kentucky:,SERC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2412,March,03/30/2023,19:21:00,Unknown,Unknown,Colorado: Larimer County;,WECC,Transmission Interruption,Unknown,Unknown,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
2413,March,03/30/2023,05:00:00,03/30/2023,14:20:00,Pennsylvania: Indiana County;,RF,Vandalism,1711,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2414,March,03/31/2023,18:00:00,03/31/2023,20:45:00,Arkansas:,SERC,Severe Weather,Unknown,58368,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2415,March,03/31/2023,23:00:00,04/01/2023,16:15:00,"Minnesota: Ramsey County, Hennepin County, Dakota County, Washington County;",MRO,Severe Weather,Unknown,80000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2416,March,03/31/2023,20:49:00,Unknown,Unknown,Illinois:,SERC / RF,Severe Weather,Unknown,65000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2417,April,04/01/2023,14:00:00,04/03/2023,10:47:00,Ohio: West Virginia: Virginia:,RF/SERC,Severe Weather,Unknown,118000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2418,April,04/03/2023,12:06:00,04/03/2023,12:54:00,Alabama: Walker County;,SERC,Actual Physical Attack/Vandalism,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2419,April,04/03/2023,18:50:00,04/03/2023,19:26:00,Colorado: Wyoming: Nebraska: Arizona: New Mexico: Utah: California:,WECC/MRO,Transmission Interruption,Unknown,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
2420,April,04/08/2023,04:30:00,04/08/2023,05:05:00,Texas: Cameron County;,TRE,Suspicious Activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2421,April,04/11/2023,08:11:00,Unknown,Unknown,Ohio: Kentucky:,RF,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2422,April,04/14/2023,05:30:00,Unknown,Unknown,Florida: Orange County;,SERC,Cyber Event,0,0, Cyber event that could potentially impact electric power system adequacy or reliability
2423,April,04/15/2023,16:30:00,04/15/2023,17:18:00,Texas: Kentucky: New Mexico: Washington: Oregon: Arizona: California: Nebraska: Pennsylvania: Ohio:,TRE,System Operations,0,0,Unplanned evacuation from its Bulk Electric System control center facility for 30 continuous minutes or more.
2424,April,04/16/2023,07:17:00,04/16/2023,14:00:00,Texas: Louisiana: Arkansas: Mississippi:,TRE,Suspicious Activity,Unknown,3900,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2425,April,04/17/2023,05:30:00,04/17/2023,14:00:00,Florida: Alachua County;,SERC,Suspicious Activity,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2426,April,04/17/2023,12:17:00,04/17/2023,17:12:00,South Carolina: Aiken County;,SERC,Actual Physical Attack/Vandalism,39,8,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2427,April,04/18/2023,08:00:00,04/18/2023,08:01:00,Texas: Travis County;,TRE,Actual Physical Attack/Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2428,April,04/18/2023,03:41:00,04/18/2023,04:00:00,Washington: King County;,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2429,April,04/18/2023,10:36:00,04/19/2023,11:08:00,South Dakota: Stanley County;,MRO,System Operations,4,1,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2430,April,04/19/2023,15:15:00,04/19/2023,15:59:00,Washington: Snohomish County;,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2431,April,04/19/2023,23:13:00,04/20/2023,17:24:00,Texas: Calhoun County;,TRE,Transmission Interruption,Unknown,Unknown,Electrical System Separation (Islanding) where part or parts of a power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system
2432,April,04/21/2023,06:02:00,Unknown,Unknown,California:,WECC,System Operations,0,0,Fuel supply emergencies that could impact electric power system adequacy or reliability
2433,April,04/23/2023,09:22:00,04/24/2023,17:49:00,Washington: Mason County;,WECC,System Operations,25,Unknown,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2434,April,04/25/2023,10:33:00,04/25/2023,15:43:00,Arizona: Maricopa County;,WECC,System Operations,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
2435,April,04/26/2023,12:31:00,04/26/2023,14:15:00,Idaho: Bonner County;,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2436,April,04/27/2023,11:00:00,04/27/2023,11:14:00,Texas: Blanco County;,TRE,Vandalism,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2437,April,04/27/2023,04:01:00,04/28/2023,12:28:00,California: Stanislaus County;,WECC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2438,April,04/29/2023,00:00:00,04/29/2023,20:00:00,"Texas: Hidalgo County, Cameron County, Willacy County, Starr County;",TRE,Severe Weather,Unknown,168419,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2439,May,2023-05-01 00:00:00,05:16:00,2023-05-01 00:00:00,09:31:00,Connecticut: Massachusetts: Rhode Island: Maine: New Hampshire: Vermont:,NPCC,Severe Weather,Unknown,54000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2440,May,2023-05-02 00:00:00,10:00:00,2023-05-02 00:00:00,10:01:00,Texas:,TRE,Actual Physical Attack/Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2441,May,2023-05-02 00:00:00,11:29:00,2023-05-02 00:00:00,15:36:00,Ohio: Kentucky:,RF/SERC,Suspicious Activity,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2442,May,2023-05-04 00:00:00,18:00:00,2023-05-04 00:00:00,18:01:00,Texas: San Patricio County;,TRE,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2443,May,2023-05-11 00:00:00,00:15:00,2023-05-18 00:00:00,09:27:00,Michigan: Eaton County;,RF ,Suspicious Activity,Unknown,378,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
2444,May,2023-05-11 00:00:00,12:00:00,2023-05-11 00:00:00,12:01:00,Texas: Tarrant County;,TRE,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2445,May,2023-05-12 00:00:00,13:00:00,2023-05-12 00:00:00,23:00:00,Kentucky: Jefferson County;,SERC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2446,May,2023-05-12 00:00:00,11:43:00,2023-05-12 00:00:00,12:00:00,New York: Broome County;,NPCC,Suspicious Activity,0,0,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center."
2447,May,2023-05-13 00:00:00,07:25:00,2023-05-13 00:00:00,12:10:00,North Dakota: Williams County;,MRO,Actual Physical Attack/Vandalism,8,327,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
2448,May,2023-05-13 00:00:00,06:27:00,2023-05-13 00:00:00,15:27:00,North Dakota: Williams County;,MRO,Actual Physical Attack/Vandalism,64,2,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2449,May,2023-05-13 00:00:00,05:27:00,Unknown,Unknown,North Dakota: Williams County;,MRO,Actual Physical Attack/Vandalism,166,327,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2450,May,2023-05-16 00:00:00,14:45:00,2023-05-16 00:00:00,15:10:00,Oregon: Multnomah County;,WECC,Suspicious Activity,0,0,Physical attack that could potentially impact electric power system adequacy or reliability; or vandalism which targets components of any security systems
2451,May,2023-05-21 00:00:00,15:30:00,2023-05-21 00:00:00,15:40:00,Washington: Whatcom County;,WECC,Suspicious Activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2452,May,2023-05-22 00:00:00,15:39:00,2023-05-22 00:00:00,18:00:00,Florida: Putnam County;,SERC,Severe Weather,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2453,May,2023-05-23 00:00:00,14:00:00,Unknown,Unknown,North Dakota:,MRO,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2454,May,2023-05-24 00:00:00,07:45:00,2023-05-24 00:00:00,18:52:00,North Dakota:,MRO,Transmission Interruption,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2455,May,2023-05-24 00:00:00,09:16:00,Unknown,Unknown,Iowa: Minnesota:,MRO,System Operations,2200,Unknown,Complete operational failure or shut down of the transmission and/or distribution electrical system
2456,May,2023-05-26 00:00:00,07:41:00,2023-05-26 00:00:00,14:19:00,Georgia: Gwinnett County;,SERC,Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2457,May,2023-05-28 00:00:00,09:15:00,2023-05-28 00:00:00,09:16:00,Alabama: Tuscaloosa County;,SERC,Actual Physical Attack/Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2458,May,2023-05-30 00:00:00,08:00:00,2023-05-30 00:00:00,08:01:00,Massachusetts: Hampden County[13];,NPCC,Actual Physical Attack/Vandalism,0,0,"Physical threat to its Bulk Electric System control center, excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the control center. Or suspicious device or activity at its Bulk Electric System control center."
2459,May,2023-05-31 00:00:00,11:00:00,2023-05-31 00:00:00,23:48:00,Florida: Alachua County;,SERC,System Operations,0,0,Complete loss of Interpersonal Communication and Alternative Interpersonal Communication capability affecting its staffed Bulk Electric System control center for 30 continuous minutes or more.
2460,June,2023-06-25 00:00:00,06:45:00,Unknown,Unknown,Tennessee,SERC,- Weather or natural disaster,Unknown,120000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2461,June,2023-06-24 00:00:00,18:17:00,2023-06-24 00:00:00,23:25:00,Michigan,RF,- Vandalism - Theft,5,5200,- 10. Suspected Physical Attack
2462,June,2023-06-25 00:00:00,17:30:00,2023-06-26 00:00:00,15:31:00,"Georgia, Alabama",SERC,- Weather or natural disaster,Unknown,Unknown,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2463,June,2023-06-25 00:00:00,04:00:00,Unknown,Unknown,"Wisconsin, Michigan",MRO/RF,- Weather or natural disaster,175,70000,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2464,June,2023-06-25 00:00:00,19:00:00,Unknown,Unknown,Michigan,RF,- Weather or natural disaster,Unknown,Unknown,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2465,June,2023-06-27 00:00:00,13:43:00,2023-06-27 00:00:00,13:44:00,California,WECC,- Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2466,June,2023-06-25 00:00:00,19:30:00,2023-06-26 00:00:00,17:45:00,"Arkansas, Mississippi",SERC,- Weather or natural disaster,Unknown,64732,"Loss of electric service to more than 50,000 customers for 1 hour or more"
2467,June,2023-06-27 00:00:00,17:37:00,2023-06-27 00:00:00,21:30:00,"Washington, Idaho, Montana",WECC,- Failure at high voltage substation or switchyard,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2468,June,2023-06-29 00:00:00,15:42:00,Unknown,Unknown,Indiana,RF,- Weather or natural disaster,Unknown,140000,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2469,June,2023-06-28 00:00:00,11:01:00,2023-06-28 00:00:00,11:03:00,Georgia,SERC,- Vandalism - Theft,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2470,June,2023-06-22 00:00:00,02:30:00,2023-06-22 00:00:00,02:38:00,Louisiana,SERC,- Transmission equipment failure,17,6242,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2471,June,2023-06-20 00:00:00,17:48:00,2023-06-20 00:00:00,20:52:00,Louisiana,SERC,- Transmission equipment failure,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2472,June,2023-06-30 00:00:00,12:13:00,Unknown,Unknown,Connecticut,NPCC,- Unknown,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
2473,July,2023-07-01 00:00:00,14:58:00,2023-07-01 00:00:00,17:07:00,Illinois:,SERC/RF,- Other,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
2474,July,2023-07-06 00:00:00,09:02:00,2023-07-06 00:00:00,10:49:00,Texas: El Paso County;,TRE,- Failure at high voltage substation or switchyard - Other,Unknown,Unknown,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2475,July,2023-07-06 00:00:00,13:38:00,2023-07-06 00:00:00,15:04:00,Nebraska: Sarpy County;,MRO,- Suspicious activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2476,July,2023-07-06 00:00:00,19:01:00,2023-07-06 00:00:00,21:11:00,Florida: Hillsborough County;,SERC,- Other,0,0,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.
2477,July,2023-07-07 00:00:00,07:00:00,2023-07-07 00:00:00,08:00:00,California: San Diego County;,WECC,- Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2478,July,2023-07-07 00:00:00,17:43:00,2023-07-11 00:00:00,13:27:00,Texas: Randall County; New Mexico:,TRE,- Weather or natural disaster,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2479,July,2023-07-09 00:00:00,01:28:00,2023-07-12 00:00:00,22:30:00,Oregon: Lane County;,WECC,- Vandalism - Theft,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2480,July,2023-07-09 00:00:00,01:28:00,Unknown,Unknown,Oregon: Lane County;,WECC,- Vandalism - Theft,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2481,July,2023-07-10 00:00:00,03:32:00,2023-07-10 00:00:00,17:46:00,Texas: El Paso County;,TRE,- Transmission equipment failure,0,0,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing)."
2482,July,2023-07-14 00:00:00,15:00:00,Unknown,Unknown,Missouri: Kansas:,SERC,- Weather or natural disaster,Unknown,163156,"Loss of electric service to more than 50,000 customers for 1 hour or more."
2483,July,2023-07-16 00:00:00,10:29:00,2023-07-16 00:00:00,10:56:00,California: Sacramento County;,WECC,- Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2484,July,2023-07-17 00:00:00,09:46:00,2023-07-17 00:00:00,11:00:00,New York: Broome County;,NPCC,- Vandalism,0,642,Damage or destruction of its Facility that results from actual or suspected intentional human action.
2485,July,2023-07-18 00:00:00,17:50:00,2023-07-25 00:00:00,14:00:00,Tennessee: Shelby County;,SERC,- Weather or natural disaster,1200,216000,Uncontrolled loss of 300 Megawatts or more of firm system loads for 15 minutes or more from a single incident.
2486,July,2023-07-18 00:00:00,13:30:00,2023-07-18 00:00:00,14:30:00,Missouri:,SERC,- Suspicious activity,0,0,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility."
2487,July,2023-07-20 00:00:00,10:05:00,2023-07-20 00:00:00,10:06:00,Georgia: DeKalb County;,SERC,- Vandalism,0,0,Damage or destruction of its Facility that results from actual or suspected intentional human action.
