|Utility Characteristics..Year|,|Utility Characteristics..State|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..BA Code|,|Photovoltaic.Capacity MW.Type|,|Photovoltaic.Capacity MW.Residential|,|Photovoltaic.Capacity MW.Commercial|,|Photovoltaic.Capacity MW.Industrial|,|Photovoltaic.Capacity MW.Transportation|,|Photovoltaic.Capacity MW.Total|,|Photovoltaic.Customers.Residential|,|Photovoltaic.Customers.Commercial|,|Photovoltaic.Customers.Industrial|,|Photovoltaic.Customers.Transportation|,|Photovoltaic.Customers.Total|,|Photovoltaic.Storage Capacity (MW).Residential|,|Photovoltaic.Storage Capacity (MW).Commercial|,|Photovoltaic.Storage Capacity (MW).Industrial|,|Photovoltaic.Storage Capacity (MW).Transportation|,|Photovoltaic.Storage Capacity (MW).Total|,|Photovoltaic.Storage Customers.Residential|,|Photovoltaic.Storage Customers.Commercial|,|Photovoltaic.Storage Customers.Industrial|,|Photovoltaic.Storage Customers.Transportation|,|Photovoltaic.Storage Customers.Total|,|Photovoltaic.Virtual Capacity (MW).Residential|,|Photovoltaic.Virtual Capacity (MW).Commercial|,|Photovoltaic.Virtual Capacity (MW).Industrial|,|Photovoltaic.Virtual Capacity (MW).Transportation|,|Photovoltaic.Virtual Capacity (MW).Total|,|Photovoltaic.Virtual Customers.Residential|,|Photovoltaic.Virtual Customers.Commercial|,|Photovoltaic.Virtual Customers.Industrial|,|Photovoltaic.Virtual Customers.Transportation|,|Photovoltaic.Virtual Customers.Total|,|Photovoltaic.Energy Sold Back MWh.Residential|,|Photovoltaic.Energy Sold Back MWh.Commercial|,|Photovoltaic.Energy Sold Back MWh.Industrial|,|Photovoltaic.Energy Sold Back MWh.Transportation|,|Photovoltaic.Energy Sold Back MWh.Total|,|Wind.Capacity MW.Residential|,|Wind.Capacity MW.Commercial|,|Wind.Capacity MW.Industrial|,|Wind.Capacity MW.Transportation|,|Wind.Capacity MW.Total|,|Wind.Customers.Residential|,|Wind.Customers.Commercial|,|Wind.Customers.Industrial|,|Wind.Customers.Transportation|,|Wind.Customers.Total|,|Wind.Energy Sold Back MWh.Residential|,|Wind.Energy Sold Back MWh.Commercial|,|Wind.Energy Sold Back MWh.Industrial|,|Wind.Energy Sold Back MWh.Transportation|,|Wind.Energy Sold Back MWh.Total|,|Other.Capacity MW.Residential|,|Other.Capacity MW.Commercial|,|Other.Capacity MW.Industrial|,|Other.Capacity MW.Transportation|,|Other.Capacity MW.Total|,|Other.Customers.Residential|,|Other.Customers.Commercial|,|Other.Customers.Industrial|,|Other.Customers.Transportation|,|Other.Customers.Total|,|Other.Energy Sold Back MWh.Residential|,|Other.Energy Sold Back MWh.Commercial|,|Other.Energy Sold Back MWh.Industrial|,|Other.Energy Sold Back MWh.Transportation|,|Other.Energy Sold Back MWh.Total|,|All Technologies.Capacity MW.Residential|,|All Technologies.Capacity MW.Commercial|,|All Technologies.Capacity MW.Industrial|,|All Technologies.Capacity MW.Transportation|,|All Technologies.Capacity MW.Total|,|All Technologies.Customers.Residential|,|All Technologies.Customers.Commercial|,|All Technologies.Customers.Industrial|,|All Technologies.Customers.Transportation|,|All Technologies.Customers.Total|,|All Technologies.Energy Sold Back MWh.Residential|,|All Technologies.Energy Sold Back MWh.Commercial|,|All Technologies.Energy Sold Back MWh.Industrial|,|All Technologies.Energy Sold Back MWh.Transportation|,|..Total|
2018,WA,1625,Benton Rural Electric Assn,BPAT,DC,2.256,.,.,.,2.256,175,.,.,.,175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,942.000,.,.,.,942.000,0.002,.,.,.,0.002,1,.,.,.,1,1.000,.,.,.,1.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.258,0.000,0.000,0.000,2.258,176,0,0,0,176,943.000,0.000,0.000,0.000,943.000
2018,WA,1723,"Big Bend Electric Coop, Inc",BPAT,DC,0.343,0.032,0.008,0.000,0.383,34,2,1,0,37,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.343,0.032,0.008,0.000,0.383,34,2,1,0,37,0.000,0.000,0.000,0.000,0.000
2018,WA,3295,City of Centralia - (WA),BPAT,DC,0.265,0.059,.,.,0.324,36,2,.,.,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.265,0.059,0.000,0.000,0.324,36,2,0,0,38,0.000,0.000,0.000,0.000,0.000
2018,WA,3413,PUD No 1 of Chelan County,CHPD,DC,0.247,0.061,.,.,0.308,47,10,.,.,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,138.720,5.960,.,.,144.680,0.002,.,.,.,0.002,1,.,.,.,1,.,.,.,.,0.000,0.005,.,.,.,0.005,1,.,.,.,1,.,.,.,.,0.000,0.254,0.061,0.000,0.000,0.315,49,10,0,0,59,138.720,5.960,0.000,0.000,144.680
2018,WA,3420,City of Cheney - (WA),AVA,AC,.,0.010,.,.,0.010,.,1,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.000,0.010,0.000,0.000,0.010,0,1,0,0,1,0.000,0.000,0.000,0.000,0.000
2018,WA,3644,PUD No 1 of Clallam County,BPAT,AC,2.100,0.071,.,.,2.171,324,8,.,.,332,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.002,0.011,.,.,0.013,1,1,.,.,2,.,.,.,.,0.000,0.045,.,.,.,0.045,1,.,.,.,1,.,.,.,.,0.000,2.147,0.082,0.000,0.000,2.229,326,9,0,0,335,0.000,0.000,0.000,0.000,0.000
2018,WA,3660,PUD No 1 of Clark County - (WA),BPAT,AC,6.641,0.564,.,.,7.205,"1,060",21,.,.,"1,081",0.180,.,.,.,0.180,23,.,.,.,23,0.280,0.021,.,.,0.301,643,1,.,.,644,"3,205.520",299.120,.,.,"3,504.640",0.068,0.002,.,.,0.070,4,1,.,.,5,9.580,0.000,.,.,9.580,0.016,.,.,.,0.016,1,.,.,.,1,11.780,.,.,.,11.780,7.005,0.587,0.000,0.000,7.592,"1,708",23,0,0,"1,731","3,226.880",299.120,0.000,0.000,"3,526.000"
2018,WA,3739,Clearwater Power Company,AVA,AC,0.018,.,.,.,0.018,3,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.005,.,.,.,0.005,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.023,0.000,0.000,0.000,0.023,4,0,0,0,4,0.000,0.000,0.000,0.000,0.000
2018,WA,4041,"Columbia Rural Elec Assn, Inc",BPAT,AC,0.498,0.121,.,.,0.619,55,4,.,.,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,186.802,67.120,.,.,253.922,0.008,0.009,.,.,0.017,1,2,.,.,3,1.550,0.000,.,.,1.550,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.506,0.130,0.000,0.000,0.636,56,6,0,0,62,188.352,67.120,0.000,0.000,255.472
2018,WA,5326,PUD No 1 of Douglas County,DOPD,AC,0.039,.,.,.,0.039,6,.,.,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.039,0.000,0.000,0.000,0.039,6,0,0,0,6,0.000,0.000,0.000,0.000,0.000
2018,WA,5832,Elmhurst Mutual Power & Light Co,BPAT,AC,0.100,.,.,.,0.100,22,.,.,.,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.100,0.000,0.000,0.000,0.100,22,0,0,0,22,0.000,0.000,0.000,0.000,0.000
2018,WA,6149,City of Ellensburg - (WA),BPAT,AC,0.547,0.325,0.000,0.000,0.872,60,10,0,0,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.547,0.325,0.000,0.000,0.872,60,10,0,0,70,0.000,0.000,0.000,0.000,0.000
2018,WA,6297,PUD No 1 of Ferry County,BPAT,AC,0.133,.,.,.,0.133,15,.,.,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.133,0.000,0.000,0.000,0.133,15,0,0,0,15,0.000,0.000,0.000,0.000,0.000
2018,WA,7548,PUD No 1 of Grays Harbor County,BPAT,AC,0.434,0.039,.,.,0.473,60,7,.,.,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.008,0.001,.,.,0.009,3,1,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.442,0.040,0.000,0.000,0.482,63,8,0,0,71,0.000,0.000,0.000,0.000,0.000
2018,WA,8699,Inland Power & Light Company,BPAT,AC,1.544,0.062,.,.,1.606,217,8,.,.,225,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81.145,15.674,.,.,96.819,0.020,0.002,.,.,0.022,10,1,.,.,11,.,.,.,.,0.000,.,0.001,.,.,0.001,.,1,.,.,1,.,.,.,.,0.000,1.564,0.065,0.000,0.000,1.629,227,10,0,0,237,81.145,15.674,0.000,0.000,96.819
2018,WA,10393,PUD No 1 of Klickitat County,BPAT,DC,0.716,0.047,.,.,0.763,124,5,.,.,129,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.048,0.001,.,.,0.049,9,1,.,.,10,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.764,0.048,0.000,0.000,0.812,133,6,0,0,139,0.000,0.000,0.000,0.000,0.000
2018,WA,10627,Lakeview Light & Power,BPAT,AC,0.025,.,.,.,0.025,1,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.025,0.000,0.000,0.000,0.025,1,0,0,0,1,0.000,0.000,0.000,0.000,0.000
2018,WA,10944,PUD No 1 of Lewis County,BPAT,AC,0.930,0.005,.,.,0.935,115,1,.,.,116,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.930,0.005,0.000,0.000,0.935,115,1,0,0,116,0.000,0.000,0.000,0.000,0.000
2018,WA,12744,Modern Electric Water Company,AVA,AC,0.035,0.010,.,.,0.045,4,1,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.035,0.010,0.000,0.000,0.045,4,1,0,0,5,0.000,0.000,0.000,0.000,0.000
2018,WA,14012,"Ohop Mutual Light Company, Inc",BPAT,AC,0.069,.,.,.,0.069,10,.,.,.,10,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.069,0.000,0.000,0.000,0.069,10,0,0,0,10,0.000,0.000,0.000,0.000,0.000
2018,WA,14055,PUD No 1 of Okanogan County,DOPD,AC,0.222,0.159,.,.,0.381,40,7,.,.,47,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0,226.464,66.362,.,.,292.826,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.222,0.159,0.000,0.000,0.381,40,7,0,0,47,226.464,66.362,0.000,0.000,292.826
2018,WA,14074,"Okanogan County Elec Coop, Inc",BPAT,AC,0.330,0.010,.,.,0.340,60,1,.,.,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.330,0.010,0.000,0.000,0.340,60,1,0,0,61,0.000,0.000,0.000,0.000,0.000
2018,WA,14170,Orcas Power & Light Coop,BPAT,DC,1.863,0.244,.,.,2.107,280,25,.,.,305,.,.,.,.,0.000,.,.,.,.,0,0.425,0.079,.,.,0.504,268,7,.,.,275,111.680,22.740,.,.,134.420,0.010,.,.,.,0.010,1,.,.,.,1,7.480,.,.,.,7.480,0.060,0.020,.,.,0.080,1,1,.,.,2,0.000,0.000,.,.,0.000,2.358,0.343,0.000,0.000,2.701,550,33,0,0,583,119.160,22.740,0.000,0.000,141.900
2018,WA,14324,PUD No 2 of Pacific County,BPAT,AC,0.167,0.125,.,.,0.292,39,1,.,.,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.004,.,.,.,0.004,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.171,0.125,0.000,0.000,0.296,40,1,0,0,41,0.000,0.000,0.000,0.000,0.000
2018,WA,14354,PacifiCorp,PACW,DC,9.848,3.081,0.186,0.000,13.115,"1,006",112,8,0,"1,126",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.030,0.000,0.000,0.000,0.030,4,0,0,0,4,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,.,.,.,.,0.000,9.878,3.081,0.186,0.000,13.145,"1,010",112,8,0,"1,130",0.000,0.000,0.000,0.000,0.000
2018,WA,14505,Parkland Light & Water Company,BPAT,AC,0.039,0.029,.,.,0.068,7,2,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.039,0.029,0.000,0.000,0.068,7,2,0,0,9,0.000,0.000,0.000,0.000,0.000
2018,WA,14624,PUD No 2 of Grant County,GCPD,AC,0.422,0.174,.,.,0.596,65,9,.,.,74,0.011,.,.,.,0.011,3,.,.,.,3,.,.,.,.,0.000,.,.,.,.,0,202.370,22.430,.,.,224.800,0.001,.,.,.,0.001,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.423,0.174,0.000,0.000,0.597,66,9,0,0,75,202.370,22.430,0.000,0.000,224.800
2018,WA,14653,PUD No 1 of Pend Oreille County,AVA,AC,0.080,.,.,.,0.080,11,.,.,.,11,.,.,.,.,0.000,.,.,.,.,0,0.000,.,.,.,0.000,0,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.080,0.000,0.000,0.000,0.080,11,0,0,0,11,0.000,0.000,0.000,0.000,0.000
2018,WA,14668,Peninsula Light Company,BPAT,DC,1.175,.,.,.,1.175,141,.,.,.,141,0.008,.,.,.,0.008,1,.,.,.,1,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.001,.,.,.,0.001,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.176,0.000,0.000,0.000,1.176,143,0,0,0,143,0.000,0.000,0.000,0.000,0.000
2018,WA,15231,City of Port Angeles - (WA),BPAT,AC,0.409,0.125,.,.,0.534,66,5,.,.,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,0.003,.,.,0.003,.,3,.,.,3,.,0.200,.,.,0.200,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.409,0.128,0.000,0.000,0.537,66,8,0,0,74,0.000,0.200,0.000,0.000,0.200
2018,WA,15419,PUD No 3 of Mason County,BPAT,AC,0.638,0.030,0.000,0.000,0.668,91,2,0,0,93,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.006,2,0,0,0,2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.644,0.030,0.000,0.000,0.674,93,2,0,0,95,0.000,0.000,0.000,0.000,0.000
2018,WA,15500,Puget Sound Energy Inc,PSEI,DC,53.621,8.067,0.188,.,61.876,"7,338",386,4,.,"7,728",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.071,0.009,.,.,0.080,25,4,.,.,29,.,.,.,.,0.000,0.104,0.139,.,.,0.243,16,6,.,.,22,.,.,.,.,0.000,53.796,8.215,0.188,0.000,62.199,"7,379",396,4,0,"7,779",0.000,0.000,0.000,0.000,0.000
2018,WA,15979,City of Richland - (WA),BPAT,AC,1.519,0.008,0.000,0.000,1.527,210,2,0,0,212,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,813.363,4.559,0.000,0.000,817.922,0.005,0.004,0.000,0.000,0.009,1,1,0,0,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,1.524,0.012,0.000,0.000,1.536,211,3,0,0,214,813.363,4.559,0.000,0.000,817.922
2018,WA,16868,City of Seattle - (WA),SCL,DC,20.490,4.338,.,.,24.828,"3,386",268,.,.,"3,654",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,20.490,4.338,0.000,0.000,24.828,"3,386",268,0,0,"3,654",0.000,0.000,0.000,0.000,0.000
2018,WA,17470,PUD 1 of Snohomish County,BPAT,DC,12.632,1.438,.,.,14.070,"1,731",101,.,.,"1,832",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,0.010,.,.,.,0.010,4,.,.,.,4,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,12.642,1.438,0.000,0.000,14.080,"1,735",101,0,0,"1,836",0.000,0.000,0.000,0.000,0.000
2018,WA,18051,Town of Steilacoom,BPAT,AC,0.164,.,.,.,0.164,18,.,.,.,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.164,0.000,0.000,0.000,0.164,18,0,0,0,18,0.000,0.000,0.000,0.000,0.000
2018,WA,18429,City of Tacoma - (WA),TPWR,AC,3.345,0.126,0.000,0.000,3.471,"1,545",10,0,0,"1,555",.,.,.,.,0.000,.,.,.,.,0,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,"3,095.360",114.200,0.000,0.000,"3,209.560",.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,3.345,0.126,0.000,0.000,3.471,"1,545",10,0,0,"1,555","3,095.360",114.200,0.000,0.000,"3,209.560"
2018,WA,18448,Tanner Electric Coop,PSEI,DC,0.053,.,.,.,0.053,11,.,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.053,0.000,0.000,0.000,0.053,11,0,0,0,11,0.000,0.000,0.000,0.000,0.000
2018,WA,19784,Vera Irrigation District #15,BPAT,AC,0.113,.,.,.,0.113,11,.,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.113,0.000,0.000,0.000,0.113,11,0,0,0,11,0.000,0.000,0.000,0.000,0.000
2018,WA,20169,Avista Corp,AVA,AC,5.069,1.148,0.000,0.000,6.217,740,65,.,.,805,.,.,.,.,0.000,.,.,.,.,0,0.393,0.030,0.000,0.000,0.423,626,16,.,.,642,0.013,0.001,.,.,0.014,0.087,0.020,0.000,0.000,0.107,15,1,.,.,16,.,.,.,.,0.000,0.071,0.017,0.000,.,0.088,10,1,.,.,11,.,.,.,.,0.000,5.620,1.215,0.000,0.000,6.835,"1,391",83,0,0,"1,474",0.013,0.001,0.000,0.000,0.014
2018,WA,59013,PUD No 1 of Jefferson County,BPAT,AC,2.343,0.363,.,.,2.706,390,15,.,.,405,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,2.343,0.363,0.000,0.000,2.706,390,15,0,0,405,0.000,0.000,0.000,0.000,0.000
2018,WA,99999,Adjustment 2018,BPAT,,-3.852,-0.353,-0.001,0.000,-4.206,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.074,-0.014,0.000,0.000,-0.088,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-3.926,-0.367,-0.001,0.000,-4.294,.,.,.,.,.,.,.,.,.,.
2018,WA,99999,Adjustment 2018,CHPD,,-0.043,-0.011,.,.,-0.054,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-0.043,-0.011,.,.,-0.054,.,.,.,.,.,.,.,.,.,.
2018,WA,99999,Adjustment 2018,PACW,,-1.717,-0.537,-0.032,0.000,-2.287,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1.717,-0.537,-0.032,0.000,-2.287,.,.,.,.,.,.,.,.,.,.
2018,WA,99999,Adjustment 2018,PSEI,,-9.361,-1.407,-0.033,.,-10.800,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-9.361,-1.407,-0.033,.,-10.800,.,.,.,.,.,.,.,.,.,.
2018,WA,99999,Adjustment 2018,SCL,,-3.573,-0.757,.,.,-4.330,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-3.573,-0.757,.,.,-4.330,.,.,.,.,.,.,.,.,.,.
2018,WI,108,Adams-Columbia Electric Coop,MISO,AC,0.830,0.100,0.097,.,1.027,130,6,1,.,137,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,520.600,52.800,0.000,.,573.400,0.010,.,.,.,0.010,2,.,.,.,2,16.800,.,.,.,16.800,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.840,0.100,0.097,0.000,1.037,132,6,1,0,139,537.400,52.800,0.000,0.000,590.200
2018,WI,307,Algoma Utility Comm,MISO,DC,.,0.009,0.000,0.000,0.009,.,2,0,0,2,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.009,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
2018,WI,1181,Village of Bangor - (WI),MISO,AC,0.015,0.036,.,.,0.051,3,2,.,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.015,0.036,0.000,0.000,0.051,3,2,0,0,5,0.000,0.000,0.000,0.000,0.000
2018,WI,1251,Barron Electric Coop,MISO,AC,0.429,.,.,.,0.429,50,.,.,.,50,.,.,.,.,0.000,.,.,.,.,0,0.071,0.030,.,.,0.101,84,2,.,.,86,.,.,.,.,0.000,0.008,.,.,.,0.008,2,.,.,.,2,.,.,.,.,0.000,.,.,.,.,0.000,.,.,.,.,0,.,.,.,.,0.000,0.508,0.030,0.000,0.000,0.538,136,2,0,0,138,0.000,0.000,0.000,0.000,0.000
2018,WI,1367,"Bayfield Electric Coop, Inc",MISO,DC,0.698,.,.,.,0.698,60,.,.,.,60,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.008,.,.,.,0.008,3,.,.,.,3,0.000,.,.,.,0.000,0.000,.,.,.,0.000,0,.,.,.,0,0.000,.,.,.,0.000,0.706,0.000,0.000,0.000,0.706,63,0,0,0,63,0.000,0.000,0.000,0.000,0.000
2018,WI,1776,City of Black River Falls,MISO,DC,.,0.011,0.000,0.000,0.011,.,2,0,0,2,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,.,0,0,0,0,.,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.000,0.000,0.011,0,2,0,0,2,0.000,0.000,0.000,0.000,0.000
