Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
2021,14354,PacifiCorp,CA,PACW,108,"1,084","2,991",.,"4,183",0.0,0.2,0.5,.,0.8,"1,531","11,167","27,905",.,"40,604",0.0,0.2,0.5,.,0.8,294,183,442,.,920,157,225,502,.,883,294,183,442,.,920,157,225,502,.,883,14.184,10.300,9.329,.,https://www.pacificorp.com/environment/demand-side-management.html
2021,14354,PacifiCorp,ID,PACE,"5,160","8,517","3,510",.,"17,186",1.0,1.7,0.7,.,3.5,"16,337","117,529","47,172",.,"181,038",1.0,1.7,0.7,.,3.5,178,"1,104",393,.,"1,676",666,"1,558",655,.,"2,879",178,"1,104",393,.,"1,676",666,"1,558",655,.,"2,879",3.166,13.800,13.440,.,https://www.pacificorp.com/environment/demand-side-management.html
2021,14354,PacifiCorp,UT,PACE,"163,278","136,544","28,983",.,"328,805",23.6,19.7,4.2,.,47.5,"995,781","1,652,186","358,862",.,"3,006,830",23.6,19.7,4.2,.,47.5,"12,050","18,339","2,812",.,"33,200","7,473","12,190","1,382",.,"21,046","12,050","18,339","2,812",.,"33,200","7,473","12,190","1,382",.,"21,046",6.099,12.100,12.382,.,https://www.pacificorp.com/environment/demand-side-management.html
2021,14354,PacifiCorp,WA,PACW,"9,649","16,780","5,039",.,"31,468",1.3,2.3,0.7,.,4.3,"117,832","212,557","61,787",.,"392,176",1.3,2.3,0.7,.,4.3,"1,208","1,084",301,.,"2,594","3,252","3,349","1,313",.,"7,914","1,208","1,084",301,.,"2,594","3,252","3,349","1,313",.,"7,914",12.212,12.667,12.261,.,https://www.pacificorp.com/environment/demand-side-management.html
2021,14354,PacifiCorp,WY,PACE,"7,913","10,199","19,994",.,"38,105",1.0,1.3,2.6,.,4.9,"53,190","139,721","162,075",.,"354,986",1.0,1.3,2.6,.,4.9,369,963,"1,480",.,"2,812","1,244","1,322","1,906",.,"4,472",369,963,"1,480",.,"2,812","1,244","1,322","1,906",.,"4,472",6.722,13.700,8.106,.,https://www.pacificorp.com/environment/demand-side-management.html
2021,14401,City of Palo Alto - (CA),CA,CISO,61,"4,344",.,.,"4,405",0.1,0.5,.,.,0.6,415,"69,222",.,.,"69,637",0.1,0.5,.,.,0.6,0,381,.,.,381,132,912,.,.,"1,044",0,381,.,.,381,132,912,.,.,"1,044",8.468,17.370,.,.,FY 2021 https://www.ncpa.com/policy/reports/energy-efficiency    
2021,14468,People's Cooperative Services,MN,MISO,"1,158",608,0,0,"1,766",0.1,0.1,0.0,0.0,0.2,"16,260","8,688",0,0,"24,948",0.1,0.1,0.0,0.0,0.2,128,12,0,0,140,169,15,0,0,184,128,12,0,0,140,169,15,0,0,184,14.041,14.289,0.000,0.000,N/A
2021,14534,City of Pasadena - (CA),CA,CISO,"6,445","1,674",0,0,"8,119",0.4,0.3,0.0,0.0,0.7,"12,721","11,853",0,0,"24,574",0.4,0.3,0.0,0.0,0.7,"1,468",372,0,0,"1,840",887,380,0,0,"1,267","1,468",372,0,0,"1,840",887,380,0,0,"1,267",8.420,9.430,0.000,0.000,http://ww5.cityofpasadena.net/water-and-power/eereports/
2021,14537,Pascoag Utility District,RI,ISNE,66,49,.,.,115,0.0,0.0,.,.,0.1,604,626,.,.,"1,230",0.0,0.0,.,.,0.1,137,38,.,.,175,28,8,.,.,36,137,38,.,.,175,28,8,.,.,36,9.100,12.800,0.000,0.000,
2021,14563,Pearl River Valley El Pwr Assn,MS,MISO,"1,060",.,.,.,"1,060",0.3,.,.,.,0.3,"19,295",.,.,.,"19,295",0.3,.,.,.,0.3,109,.,.,.,109,155,.,.,.,155,109,.,.,.,109,155,.,.,.,155,18.210,.,.,.,
2021,14606,"Peace River Electric Coop, Inc",FL,SEC,291,30,.,.,321,.,.,.,.,.,"3,600",381,.,.,"3,981",.,.,.,.,.,.,.,.,.,.,311,31,.,.,342,.,.,.,.,.,311,31,.,.,342,12.370,12.370,.,.,
2021,14610,Orlando Utilities Comm,FL,FMPP,"14,036","10,932",.,.,"24,968",0.6,1.8,.,.,2.4,"34,930","168,748",.,.,"203,678",0.6,1.8,.,.,2.4,720,358,.,.,"1,077","2,496",600,.,.,"3,096",720,358,.,.,"1,077","2,496",600,.,.,"3,096",2.490,15.440,.,.,
2021,14624,PUD No 2 of Grant County,WA,GCPD,326,515,842,.,"1,684",0.0,0.1,0.0,.,0.1,"6,662","7,730","8,115",.,"22,507",0.0,0.1,0.0,.,0.1,70,26,25,.,121,58,58,71,.,187,70,26,25,.,121,58,58,71,.,187,26.090,15.000,9.870,.,
2021,14668,Peninsula Light Company,WA,BPAT,829,"1,153",.,.,"1,982",0.8,1.2,.,.,2.0,"12,434","13,842",.,.,"26,276",0.8,1.2,.,.,2.0,418,139,.,.,557,118,45,.,.,163,418,139,.,.,557,118,45,.,.,163,15.000,12.000,.,.,www.penlight.org
2021,14711,Pennsylvania Electric Co,PA,PJM,"21,643","15,978","23,710",0,"61,331",2.2,2.1,3.7,0.0,8.1,"102,338","223,299","346,413",0,"672,050",2.2,2.1,3.7,0.0,8.1,985,"1,002",761,0,"2,748","3,062","1,553","1,044",0,"5,659",985,"1,002",761,0,"2,748","3,062","1,553","1,044",0,"5,659",4.729,13.975,14.610,0.000,https://firstenergycorp.com/save_energy/save_energy_pennsylvania/act-129.html
2021,14715,PPL Electric Utilities Corp,PA,PJM,"35,610","116,679","35,601",0,"187,891",5.9,18.6,4.8,0.0,29.3,"320,494","1,633,509","498,417",0,"2,452,419",9.4,18.7,22.2,0.0,50.2,"5,535","7,919","1,703",0,"15,157","14,742","6,743","2,618",0,"24,103","5,535","7,919","1,703",0,"15,157","14,742","6,743","2,618",0,"24,103",9.000,14.000,14.000,0.000,"PPL Electric Utilities' Annual Reports are on a Program Year, not Calendar Year, basis (June 1 - May 31) http://www.puc.state.pa.us/filing_resources/issues_laws_regulations/act_129_information/electric_distribution_company_act_129_reporting_requirements.aspx"
2021,14716,Pennsylvania Power Co,PA,PJM,"6,407","10,107",648,0,"17,161",1.0,1.3,0.1,0.0,2.3,"39,566","140,416","8,113",0,"188,094",1.0,1.3,0.1,0.0,2.3,576,465,20,0,"1,061",912,629,265,0,"1,806",576,465,20,0,"1,061",912,629,265,0,"1,806",6.176,13.894,12.524,0.000,https://firstenergycorp.com/save_energy/save_energy_pennsylvania/act-129.html
2021,14717,Pee Dee Electric Member Corp,NC,CPLE,13,.,.,.,13,10.7,.,.,.,10.7,240,.,.,.,240,10.7,.,.,.,10.7,9,.,.,.,9,.,.,.,.,.,9,.,.,.,9,.,.,.,.,.,18.000,.,.,.,
2021,14940,PECO Energy Co,PA,PJM,"100,202","81,021",.,.,"181,223",8.8,13.2,.,.,22.0,"1,054,857","635,303",.,.,"1,690,160",8.8,13.2,.,.,22.0,"3,720","5,472",.,.,"9,192",10,7,.,.,17,"35,019","32,420",.,.,"67,439",111,53,.,.,164,12.000,12.000,.,.,
2021,15023,Piedmont Electric Member Corp,NC,DUK,"1,291",131,.,.,"1,423",1.0,1.0,.,.,2.0,"1,672","2,233",.,.,"3,904",1.0,1.0,.,.,2.0,31,3,.,.,34,14,1,.,.,15,31,3,.,.,34,14,1,.,.,15,1.290,17.000,.,.,
2021,15231,City of Port Angeles - (WA),WA,BPAT,402,127,.,.,530,0.2,0.1,.,.,0.3,"4,023","1,272",.,.,"5,295",0.2,0.1,.,.,0.3,130,27,.,.,157,.,.,.,.,.,130,27,.,.,157,.,.,.,.,.,10.000,10.000,.,.,
2021,15257,"Poudre Valley REA, Inc",CO,WACM,537,834,.,.,"1,371",0.2,0.2,.,.,0.4,"8,131","10,125",.,.,"18,256",0.2,0.2,.,.,0.4,208,35,.,.,244,.,.,.,.,.,208,35,.,.,244,.,.,.,.,.,8.000,3.000,.,.,
2021,15263,The Potomac Edison Company,MD,PJM,"80,086","31,758","4,882",0,"116,726",12.5,5.2,0.8,0.0,18.5,"459,462","468,391","71,999",0,"999,852",12.5,5.2,0.8,0.0,18.5,"8,518","8,199","1,225",0,"17,942","5,639","3,828",572,0,"10,039","8,518","8,199","1,225",0,"17,942","5,639","3,828",572,0,"10,039",5.737,14.749,14.748,0.000,https://www.psc.state.md.us/
2021,15270,Potomac Electric Power Co,MD,PJM,"130,950","109,221",.,.,"240,171",27.0,16.1,.,.,43.1,"616,196","1,611,015",.,.,"2,227,211",27.0,16.1,.,.,43.1,"14,670","28,928",.,.,"43,598","9,267","13,309",.,.,"22,576","14,670","28,928",.,.,"43,598","9,267","13,309",.,.,"22,576",4.700,14.800,.,.,
2021,15296,New York Power Authority,NY,NYIS,.,"12,102",0,"3,195","15,297",.,1.8,0.0,0.6,2.4,.,"181,534",.,"47,932","229,466",.,1.8,.,0.6,2.4,.,0,.,0,0,.,24,.,3,27,.,0,.,0,0,.,24,.,3,27,.,15.000,.,15.000,
2021,15344,Polk-Burnett Electric Coop,WI,MISO,336,176,0,0,512,0.1,0.0,0.0,0.0,0.1,"5,389","2,815",0,0,"8,204",0.1,0.0,0.0,0.0,0.1,166,12,0,0,178,12,1,0,0,13,166,12,0,0,178,12,1,0,0,13,16.040,16.000,0.000,0.000,
2021,15419,PUD No 3 of Mason County,WA,BPAT,943,427,340,0,"1,710",0.9,0.4,0.3,0.0,1.6,"15,398","4,656","4,086",0,"24,140",0.9,0.4,0.3,0.0,1.6,442,85,31,0,558,202,92,73,0,367,442,85,31,0,558,202,92,73,0,367,16.000,11.000,12.000,0.000,
2021,15466,Public Service Co of Colorado,CO,PSCO,"284,298","242,212","57,130",.,"583,640",57.6,46.1,9.7,.,113.5,"3,749,331","3,892,051","829,970",.,"8,471,353",57.6,46.1,9.7,.,113.5,"16,400","26,200","4,727",.,"47,327","9,776","11,236","2,010",.,"23,023","16,400","26,200","4,727",.,"47,327","9,776","11,236","2,010",.,"23,023",13.188,16.069,14.528,.,https://www.xcelenergy.com/staticfiles/xe-responsive/Company/Rates%20&%20Regulations/Regulatory%20Filings/CO-DSM/20A-0287EG%202021%20DSM%20Status%20Report%20Final.pdf
2021,15470,"Duke Energy Indiana, LLC",IN,MISO,"87,164","72,316",0,0,"159,480",13.7,12.6,0.0,0.0,26.4,"407,459","930,597",0,0,"1,338,056",13.7,12.6,0.0,0.0,26.4,"2,874","9,140",0,0,"12,014","5,442","5,162",0,0,"10,604","2,874","9,140",0,0,"12,014","5,442","5,162",0,0,"10,604",4.700,12.900,0.000,0.000,
2021,15472,Public Service Co of NH,NH,ISNE,"45,862","82,930",.,.,"128,792",6.8,12.9,.,.,19.6,"238,740","967,835",.,.,"1,206,574",.,.,.,.,.,"22,366","19,781",.,.,"42,147","1,493","2,591",.,.,"4,083","22,366","19,781",.,.,"42,147","1,493","2,591",.,.,"4,083",5.206,11.671,.,.,www.puc.nh.gov/electric/coreenergyeffiencyprograms.htm
2021,15473,Public Service Co of NM,NM,PNM,"57,880","24,059","25,041",0,"106,980",12.5,3.4,3.6,0.0,19.6,"999,246","249,836","260,033",0,"1,509,115",12.5,3.4,3.6,0.0,19.6,"6,081","3,027","3,150",0,"12,258","5,293","2,322","2,417",0,"10,032","6,081","3,027","3,150",0,"12,258","5,293","2,322","2,417",0,"10,032",10.600,10.600,10.600,0.000,
2021,15474,Public Service Co of Oklahoma,OK,SWPP,"81,478","62,596",0,0,"144,074",19.3,11.3,0.0,0.0,30.6,"802,525","661,724",0,0,"1,464,249",19.3,11.3,0.0,0.0,30.6,"10,858","7,984",0,0,"18,842","6,379","4,516",0,0,"10,895","10,858","7,984",0,0,"18,842","6,379","4,516",0,0,"10,895",9.800,10.600,0.000,0.000,
2021,15477,Public Service Elec & Gas Co,NJ,PJM,"283,258","85,129",.,.,"368,387",18.4,13.2,.,.,31.5,"3,496,043","1,259,571",.,.,"4,755,614",18.4,13.2,.,.,31.5,"43,671","30,204",.,.,"73,875","53,694","26,705",.,.,"80,398","43,671","30,204",.,.,"73,875","53,694","26,705",.,.,"80,398",12.340,14.800,.,.,
2021,15500,Puget Sound Energy Inc,WA,PSEI,"48,425","109,247","12,139",.,"169,810",12.8,16.0,1.8,.,30.6,"680,201","1,407,864","156,429",.,"2,244,494",12.8,16.0,1.8,.,30.6,"21,489","28,967","3,253",.,"53,709","6,637","6,947",769,.,"14,353","21,489","28,967","3,253",.,"53,709","6,637","6,947",769,.,"14,353",15.726,13.320,9.800,.,www.utc.wa.gov
2021,15671,Randolph Electric Member Corp,NC,CPLE,.,53,.,.,53,.,.,.,.,.,.,"1,041",.,.,"1,041",.,.,.,.,.,.,4,.,.,4,.,.,.,.,.,.,4,.,.,4,.,.,.,.,.,.,15.000,.,.,
2021,15700,Rayle Electric Membership Corp,GA,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,48,.,.,.,48,.,.,.,.,.,.,.,.,.,
2021,15748,Town of Reading - (MA),MA,ISNE,152,"1,057",.,.,"1,209",0.1,0.3,.,.,0.4,"1,980","8,638",.,.,"10,618",0.1,0.3,.,.,0.4,41,239,.,.,280,13,44,.,.,57,41,239,.,.,280,13,44,.,.,57,13.048,8.353,.,.,
2021,15783,City of Redding - (CA),CA,BANC,786,"2,329",0,0,"3,115",0.1,0.4,0.0,0.0,0.5,"11,210","20,397",0,0,"31,607",0.1,0.3,0.0,0.0,0.4,776,383,0,0,"1,159",155,102,0,0,257,776,383,0,0,"1,159",155,102,0,0,257,15.071,11.458,0.000,0.000,
2021,15979,City of Richland - (WA),WA,BPAT,962,"2,023",643,.,"3,628",0.1,0.2,0.1,.,0.4,"16,357","33,929","10,061",.,"60,347",0.1,0.2,0.1,.,0.4,412,460,158,.,"1,030",.,.,.,.,.,412,460,158,.,"1,030",.,.,.,.,.,17.010,16.780,15.640,.,
2021,16060,Riverland Energy Cooperative,WI,MISO,"1,181","2,337",340,0,"3,858",0.1,1.3,0.0,0.0,1.5,"16,978","33,309","4,987",0,"55,274",0.1,1.3,0.0,0.0,1.5,90,43,4,0,137,0,0,0,0,0,90,43,4,0,137,0,0,0,0,0,14.376,14.253,14.667,0.000,
2021,16088,City of Riverside - (CA),CA,CISO,"4,501","5,782",.,.,"10,283",0.5,0.7,.,.,1.2,"109,804","54,420",.,.,"164,224",0.5,0.7,.,.,1.2,"1,082",502,.,.,"1,584",.,.,.,.,.,"1,082",502,.,.,"1,584",.,.,.,.,.,24.400,9.410,.,.,
2021,16101,Roanoke Electric Member Corp,NC,PJM,678,.,.,.,678,0.1,.,.,.,0.1,"10,167",.,.,.,"10,167",0.1,.,.,.,0.1,155,.,.,.,155,35,.,.,.,35,505,.,.,.,505,46,.,.,.,46,15.000,.,.,.,
2021,16181,Rochester Public Utilities,MN,MISO,"2,461","10,009","5,978",.,"18,448",0.5,1.2,0.6,.,2.4,"36,406","124,810","69,952",.,"231,168",0.5,1.2,0.6,.,2.4,372,771,205,.,"1,348",176,269,74,.,519,372,771,205,.,"1,348",176,269,74,.,519,10.000,10.000,10.000,.,
2021,16183,Rochester Gas & Electric Corp,NY,NYIS,"9,679","25,889",.,.,"35,568",1.6,4.6,.,.,6.2,"13,521","248,015",.,.,"261,536",1.6,4.6,.,.,6.2,"1,053","4,181",.,.,"5,233",557,566,.,.,"1,122","1,053","4,181",.,.,"5,233",557,566,.,.,"1,122",15.000,15.000,.,.,
2021,16213,Rockland Electric Co,NJ,PJM,989,.,.,.,989,0.1,.,.,.,0.1,"14,675",.,.,.,"14,675",0.1,.,.,.,0.1,85,.,.,.,85,2,.,.,.,2,85,.,.,.,85,2,.,.,.,2,14.840,.,.,.,
2021,16295,City of Roseville - (CA),CA,BANC,"7,471","2,618",95,.,"10,184",0.4,0.7,0.0,.,1.1,"23,595","28,469","1,903",.,"53,967",0.4,0.7,0.0,.,1.1,880,634,19,.,"1,533","2,090","1,813",100,.,"4,003",880,634,19,.,"1,533","2,090","1,813",100,.,"4,003",11.011,11.112,20.000,.,
2021,16534,Sacramento Municipal Util Dist,CA,BANC,"14,347","33,012",.,.,"47,359",6.6,4.5,.,.,11.1,"159,823","388,235",.,.,"548,058",6.6,4.5,.,.,11.1,"9,855","4,373",.,.,"14,229","8,488","5,376",.,.,"13,864","9,855","4,373",.,.,"14,229","8,488","5,376",.,.,"13,864",11.500,10.600,.,.,http://www.ncpa.com/policy/reports/energy-efficiency/
2021,16555,Salem Electric - (OR),OR,BPAT,523,715,.,.,"1,238",4.3,4.5,.,.,8.8,"11,542","9,562",.,.,"21,104",4.3,4.5,.,.,8.8,208,102,.,.,310,137,31,.,.,168,208,102,.,.,310,137,31,.,.,168,22.080,13.380,.,.,
2021,16572,Salt River Project,AZ,SRP,"460,426","170,690",0,0,"631,116",118.0,33.0,0.0,0.0,151.0,"2,628,709","2,879,739",0,0,"5,508,448",118.0,33.0,0.0,0.0,151.0,"13,725","10,261",0,0,"23,986","8,333","8,623",0,0,"16,956","13,725","10,261",0,0,"23,986","8,333","8,623",0,0,"16,956",5.710,16.870,.,.,
2021,16603,"San Luis Valley R E C, Inc",CO,WACM,18,.,25,.,43,0.0,.,0.0,.,0.0,263,.,423,.,686,0.0,.,0.0,.,0.0,8,.,2,.,10,.,.,.,.,.,8,.,2,.,10,.,.,.,.,.,17.050,.,18.500,.,
2021,16604,City of San Antonio - (TX),TX,ERCO,"22,234","95,200",.,.,"117,434",9.3,14.3,.,.,23.5,"374,779","1,142,754",.,.,"1,517,533",9.3,14.3,.,.,23.5,"15,504","11,834",.,.,"27,339","1,478",575,.,.,"2,053","15,504","11,834",.,.,"27,339","1,478",575,.,.,"2,053",16.860,12.000,.,.,
2021,16606,"Santee Electric Coop, Inc",SC,SC,265,.,.,.,265,.,.,.,.,.,"3,180",.,.,.,"3,180",.,.,.,.,.,.,.,.,.,.,17,.,.,.,17,.,.,.,.,.,202,.,.,.,202,12.000,.,.,.,
2021,16609,San Diego Gas & Electric Co,CA,CISO,"344,374","229,587","22,426",.,"596,387",54.5,41.8,3.8,.,100.1,"4,589,679","3,024,689","360,457",.,"7,974,825",32.2,24.7,2.2,.,59.1,"5,036","6,205",67,.,"11,308","14,357","17,689",191,.,"32,237","5,036","6,205",67,.,"11,308","14,357","17,689",191,.,"32,237",13.330,13.170,16.070,.,https://www.sdge.com/rates-and-regulations/regulatory-filing/914/energy-efficiency-filings https://cedars.sound-data.com/documents/standalone/list/ https://cedars.sound-data.com/upload/confirmed-dashboard/SDGE/2021/
2021,16612,City & County of San Francisco,CA,CISO,.,685,.,.,685,.,0.1,.,.,0.1,.,"10,275",.,.,"10,275",.,0.1,.,.,0.1,.,562,.,.,562,.,0,.,.,0,.,562,.,.,562,.,0,.,.,0,.,15.000,.,.,
2021,16622,"San Miguel Power Assn, Inc",CO,WACM,101,560,.,.,662,0.0,0.2,.,.,0.2,"1,763","6,726",.,.,"8,489",0.0,0.2,.,.,0.2,17,11,.,.,28,.,.,.,.,.,17,11,.,.,28,.,.,.,.,.,15.390,12.000,.,.,
2021,16655,City of Santa Clara - (CA),CA,CISO,110,"8,092",0,.,"8,202",0.0,1.1,0.0,.,1.1,629,"87,110",0,.,"87,739",0.0,0.9,0.0,.,0.9,57,"2,203",0,.,"2,260",168,"2,306",0,.,"2,474",57,"2,203",0,.,"2,260",168,"2,306",0,.,"2,474",7.008,14.147,0.000,.,"Just like all previous years, we only track and report fiscal year data, so this is for FY 2020-2021"
2021,16674,Satilla Rural Elec Member Corporation,GA,SOCO,15,0,0,0,15,0.1,0.0,0.0,0.0,0.1,"1,115",0,0,0,"1,115",0.1,0.0,0.0,0.0,0.1,2,0,0,0,2,4,0,0,0,4,36,0,0,0,36,43,0,0,0,43,10.000,10.000,10.000,10.000,
2021,16740,Scenic Rivers Energy Coop,WI,MISO,466,55,0,0,521,0.1,0.0,0.0,0.0,0.1,"6,893",803,0,0,"7,696",0.1,0.0,0.0,0.0,0.1,61,6,0,0,67,55,1,0,.,56,61,6,0,0,67,55,1,0,0,56,14.792,14.593,0.000,0.000,
2021,16865,Sawnee Electric Membership Corporation,GA,SOCO,"1,102",7,0,0,"1,109",1.0,0.0,.,.,1.0,"11,632",70,0,0,"11,702",1.0,0.0,0.0,0.0,1.0,79,2,2,.,83,83,.,.,.,83,79,2,2,3,86,83,.,.,.,83,15.000,10.000,0.000,0.000,
2021,16868,City of Seattle - (WA),WA,SCL,"35,866","48,519","6,885",.,"91,271",6.3,9.0,1.3,.,16.5,"277,033","583,540","76,626",.,"937,199",4.6,7.3,1.1,.,13.1,"3,539","8,609",43,.,"12,192","3,471","10,835",637,.,"14,944","3,539","8,609",43,.,"12,192","3,471","10,835",637,.,"14,944",7.724,12.027,11.129,.,N/A
2021,16971,Shakopee Public Utilities Comm,MN,MISO,"4,314",100,"3,466",.,"7,881",1.6,0.0,0.8,.,2.4,"34,577",803,"27,728",.,"63,108",1.6,0.0,0.8,.,2.4,329,8,277,.,614,82,0,67,.,149,329,8,277,.,614,82,0,67,.,149,8.250,8.000,8.000,0.000,
2021,17166,Sierra Pacific Power Co,NV,NEVP,"14,652","46,206",0,0,"60,858",3.6,8.0,0.0,0.0,11.6,"49,224","582,423",0,0,"631,647",5.4,8.0,0.0,0.0,13.4,512,"2,442",0,0,"2,955","2,196","2,265",0,0,"4,461",512,"2,442",0,0,"2,955","2,196","2,265",0,0,"4,461",3.400,12.600,0.000,0.000,http://puc.nv.gov/utilities/electric
2021,17252,Singing River Elec Cooperative,MS,MISO,982,.,.,.,982,0.0,.,.,.,0.0,"15,755",.,.,.,"15,755",0.0,.,.,.,0.0,102,.,.,.,102,263,.,.,.,263,102,.,.,.,102,263,.,.,.,263,16.370,.,.,.,
2021,17267,Sioux Valley SW Elec Coop,MN,SWPP,141,49,.,.,190,0.0,0.0,.,.,0.0,"3,078",924,.,.,"4,002",0.0,0.0,.,.,0.0,18,0,.,.,19,.,.,.,.,.,92,0,.,.,92,.,.,.,.,.,15.000,22.000,.,.,
2021,17267,Sioux Valley SW Elec Coop,SD,SWPP,770,379,.,.,"1,149",0.2,0.0,.,.,0.2,"16,686","7,700",.,.,"24,386",0.2,0.0,.,.,0.2,210,9,.,.,219,.,.,.,.,.,719,9,.,.,728,.,.,.,.,.,15.000,22.000,.,.,
2021,17470,PUD 1 of Snohomish County,WA,BPAT,"40,821","11,348","18,284",.,"70,453",8.7,2.4,4.1,.,15.1,"520,464","128,689","185,030",.,"834,183",5.2,1.5,2.7,.,9.4,"6,037","3,262","2,492",.,"11,791","1,513",817,624,.,"2,955","6,037","3,262","2,492",.,"11,791","1,513",817,624,.,"2,955",12.750,11.340,10.120,.,
2021,17539,"Dominion Energy South Carolina, Inc",SC,SCEG,"32,000","57,450","5,461",0,"94,911",7.7,13.0,1.0,0.0,21.7,"339,200","689,404","70,989",0,"1,099,593",8.0,5.0,0.5,0.0,13.5,"7,258","10,395",988,0,"18,641","3,292","4,809",457,0,"8,558","7,258","10,395",988,0,"18,641","3,292","4,809",457,0,"8,558",10.600,12.000,13.000,0.000,
2021,17543,South Carolina Public Service Authority,SC,SC,"3,864","13,688",0,0,"17,552",1.0,3.4,0.0,0.0,4.4,"70,410","172,319",0,0,"242,728",1.0,3.4,0.0,0.0,4.4,"1,118",841,0,0,"1,959",630,"1,859",0,0,"2,489","1,118",841,0,0,"1,959",630,"1,859",0,0,"2,489",18.200,12.600,.,.,
2021,17572,South River Elec Member Corp,NC,CPLE,628,.,.,.,628,0.3,.,.,.,0.3,"13,948",.,.,.,"13,948",0.3,.,.,.,0.3,46,.,.,.,46,.,.,.,.,.,46,.,.,.,46,.,.,.,.,.,16.500,.,.,.,
2021,17599,Southeastern Indiana R E M C,IN,MISO,435,74,.,.,509,0.7,0.0,.,.,0.7,"14,916","4,399",.,.,"19,315",0.6,0.0,.,.,0.7,11,12,.,.,22,1,6,.,.,7,218,230,.,.,447,941,1,.,.,942,15.590,2.000,.,.,
2021,17609,Southern California Edison Co,CA,CISO,"236,359","15,527","12,096",.,"263,982",34.6,3.7,1.9,.,40.3,"1,387,960","152,793","61,637",.,"1,602,390",34.6,3.7,1.9,.,40.3,"84,472","5,188",485,.,"90,146","48,161","46,870","2,864",.,"97,895","84,472","5,188",485,.,"90,146","48,161","46,870","2,864",.,"97,895",5.870,9.840,5.100,.,https://cedars.sound-data.com
2021,17612,Bear Valley Electric Service,CA,CISO,12,0,0,0,12,0.0,0.0,0.0,0.0,0.0,149,0,0,0,149,0.0,0.0,0.0,0.0,0.0,22,0,0,0,22,42,0,0,0,42,22,0,0,0,22,42,0,0,0,42,12.260,0.000,0.000,0.000,
2021,17633,Southern Indiana Gas & Elec Co,IN,MISO,"19,629","13,722","6,457",0,"39,808",4.4,3.6,1.8,0.0,9.8,"189,229","196,964","92,689",0,"478,882",4.4,3.6,1.7,0.0,9.7,"1,385","1,315",619,0,"3,319","2,889","1,422",669,0,"4,980","1,385","1,315",619,0,"3,319","2,889","1,422",669,0,"4,980",9.600,14.400,14.400,0.000,
2021,17637,Southern Maryland Elec Coop Inc,MD,PJM,"52,781","16,542",.,.,"69,323",8.4,2.9,.,.,11.3,"319,152","224,573",.,.,"543,725",8.4,2.9,.,.,11.3,"6,073","4,190",.,.,"10,263","5,207","1,797",.,.,"7,004","6,073","4,190",.,.,"10,263","31,763","24,439",.,.,"56,202",6.100,13.600,.,.,
2021,17642,Southern Public Power District,NE,SWPP,408,959,311,0,"1,678",0.1,0.1,0.0,0.0,0.2,"6,866","10,639","2,912",0,"20,417",0.1,0.1,0.0,0.0,0.2,125,46,19,0,191,16,42,8,0,66,125,46,19,0,191,16,42,8,0,66,16.840,11.097,9.361,0.000,
2021,17647,Southern Pine Electric Cooperative,MS,MISO,"1,045",.,.,.,"1,045",0.3,.,.,.,0.3,"18,046",.,.,.,"18,046",0.3,.,.,.,0.3,112,.,.,.,112,126,.,.,.,126,112,.,.,.,112,126,.,.,.,126,17.270,.,.,.,
2021,17698,Southwestern Electric Power Co,AR,SWPP,"17,542","21,098","4,023",0,"42,663",3.8,2.9,0.6,0.0,7.3,"227,399","290,368","50,211",0,"567,978",3.8,2.9,0.6,0.0,7.3,"2,880","2,227",425,0,"5,532","2,142","1,745",327,0,"4,214","2,880","2,227",425,0,"5,532","2,142","1,745",327,0,"4,214",13.000,13.800,12.500,0.000,
2021,17698,Southwestern Electric Power Co,LA,SWPP,"3,936","3,722",0,0,"7,658",1.0,0.6,0.0,0.0,1.6,"70,530","54,992",0,0,"125,522",1.0,0.6,0.0,0.0,1.6,915,396,0,0,"1,311",181,289,0,0,470,915,396,0,0,"1,311",181,289,0,0,470,17.900,14.800,0.000,0.000,
2021,17698,Southwestern Electric Power Co,TX,SWPP,"4,758","12,665",0,0,"17,423",2.5,6.4,0.0,0.0,8.9,"91,818","186,534",0,0,"278,352",2.5,6.4,0.0,0.0,8.9,"1,789","1,703",0,0,"3,492",306,319,0,0,625,"1,789","1,703",0,0,"3,492",306,319,0,0,625,19.300,14.700,0.000,0.000,
