Utility Characteristics,,,,,Reporting Year Incremental Annual Savings,,,,,,,,,,Incremental Life Cycle Savings,,,,,,,,,,Reporting Year Incremental Cost,,,,,,,,,,Incremental Life Cycle Costs,,,,,,,,,,Weighted Average Life,,,,
,,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Energy Savings (MWh),,,,,Peak Demand Savings (MW),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,Customer Incentives (Thousand Dollars),,,,,All Other Costs (Thousand Dollars),,,,,(Years),,,,
Data Year,Utility Number,Utility Name,State,BA Code,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Total,Residential,Commercial,Industrial,Transportation,Website
2018,16060,Riverland Energy Cooperative,WI,MISO,711,407,0,0,"1,118",0.1,0.1,0.0,0.0,0.2,"10,164","5,977",0,0,"16,141",0.1,0.1,0.0,0.0,0.2,71,6,0,0,77,23,1,0,0,24,71,6,0,0,77,23,1,0,0,24,14.295,14.686,0.000,0.000,54
2018,16088,City of Riverside - (CA),CA,CISO,"6,391","17,165",0,.,"23,556",2.6,0.8,0.0,.,3.4,"131,050","178,383",0,.,"309,433",2.6,0.8,0.0,.,3.4,"1,407","3,581",0,.,"4,989",323,663,0,.,986,"1,407","3,581",0,.,"4,989",323,663,0,.,986,25.207,10.764,0.000,.,
2018,16101,Roanoke Electric Member Corp,NC,PJM,668,.,.,.,668,0.1,.,.,.,0.1,"7,943",.,.,.,"7,943",0.1,.,.,.,0.1,165,.,.,.,165,75,.,.,.,75,165,.,.,.,165,75,.,.,.,75,15.000,.,.,.,
2018,16181,Rochester Public Utilities,MN,MISO,"2,902","14,711","3,755",.,"21,368",0.8,2.0,0.3,.,3.1,"34,641","101,291","85,188",.,"221,120",0.8,2.0,0.3,.,3.1,567,"1,211",135,.,"1,913",194,231,26,.,451,567,"1,211",135,.,"1,913",194,231,26,.,451,10.000,10.000,10.000,.,
2018,16183,Rochester Gas & Electric Corp,NY,NYIS,"3,913","33,463",.,.,"37,376",0.7,5.5,.,.,6.2,"68,376","412,974",.,.,"481,350",0.7,6.1,.,.,6.8,"1,285","4,371",.,.,"5,656",70,627,.,.,697,"1,285","4,371",.,.,"5,656",70,627,.,.,697,15.000,15.000,.,.,
2018,16206,Rock Rapids Municipal Utility,IA,SWPP,43,215,32,.,290,0.0,0.1,0.0,.,0.1,819,"2,913",435,.,"4,167",0.0,0.1,0.0,.,0.1,13,20,3,.,36,17,7,1,.,25,13,20,3,.,36,17,7,1,.,25,19.300,13.500,13.500,.,
2018,16284,"Roseau Electric Coop, Inc",MN,MISO,508,"2,465",0,0,"2,973",0.1,0.4,0.0,0.0,0.5,"7,795","27,314",0,0,"35,109",0.1,0.4,0.0,0.0,0.5,66,146,0,0,213,0,0,0,0,0,66,"1,463",0,0,"1,530",0,0,0,0,0,12.000,10.000,0.000,0.000,
2018,16295,City of Roseville - (CA),CA,BANC,"10,353","3,451","2,070",.,"15,874",1.4,0.3,0.2,.,1.9,"38,265","43,755","20,770",.,"102,790",1.4,0.3,0.2,.,1.9,"1,166",936,150,.,"2,252","1,082",610,57,.,"1,749","1,166",936,150,.,"2,252","1,082",610,57,.,"1,749",12.300,12.800,10.050,.,
2018,16534,Sacramento Municipal Util Dist,CA,BANC,"63,760","88,840",0,0,"152,600",20.5,16.2,0.0,0.0,36.7,"752,368","1,048,312",0,0,"1,800,680",20.5,16.2,0.0,0.0,36.7,"7,868","7,782",0,0,"15,649","5,532","7,993",0,0,"13,525","7,868","7,782",0,0,"15,649","5,532","7,993",0,0,"13,525",11.800,11.800,0.000,0.000,http://www.ncpa.com/policy/reports/energy-efficiency/
2018,16555,Salem Electric - (OR),OR,BPAT,586,"2,534",.,.,"3,120",4.8,15.6,.,.,20.4,"12,903","30,413",.,.,"43,316",4.8,15.6,.,.,20.4,265,317,.,.,582,134,76,.,.,210,265,317,.,.,582,134,76,.,.,210,22.020,12.000,.,.,
2018,16572,Salt River Project,AZ,SRP,"474,583","208,201",.,.,"682,784",130.0,38.0,.,.,168.0,"3,379,083","3,269,417",.,.,"6,648,500",130.0,38.0,.,.,168.0,"15,549","13,548",.,.,"29,097","6,643","6,313",.,.,"12,956","15,549","13,548",.,.,"29,097","6,643","6,313",.,.,"12,956",7.120,15.703,.,.,
2018,16603,"San Luis Valley R E C, Inc",CO,WACM,23,.,35,.,58,2.3,.,3.5,.,5.8,230,.,875,.,"1,105",0.2,.,0.1,.,0.3,2,.,0,.,2,.,.,.,.,.,2,.,0,.,2,.,.,.,.,.,10.000,.,25.000,.,
2018,16604,City of San Antonio - (TX),TX,ERCO,104,116,.,.,219,18.9,13.5,.,.,32.4,"2,157","1,643",.,.,"3,800",18.9,13.5,.,.,32.4,51,23,.,.,74,0,1,.,.,1,51,23,.,.,74,0,1,.,.,1,22.100,14.200,.,.,
2018,16606,"Santee Electric Coop, Inc",SC,SC,132,.,.,.,132,.,.,.,.,.,"1,584",.,.,.,"1,584",.,.,.,.,.,4,.,.,.,4,3,.,.,.,3,4,.,.,.,4,3,.,.,.,3,12.000,0.000,0.000,0.000,
2018,16609,San Diego Gas & Electric Co,CA,CISO,"211,402","227,934","1,873",0,"441,209",79.6,51.7,0.3,0.0,131.5,"2,515,857","2,917,743","14,226",0,"5,447,826",47.0,30.5,0.2,0.0,77.6,"27,068","12,816",332,0,"40,216","24,367","11,537",299,0,"36,203","27,068","12,816",332,0,"40,216","24,367","11,537",299,0,"36,203",11.900,12.800,7.590,0.000,https://cedars.sound-data.com/
2018,16612,City & County of San Francisco,CA,CISO,.,"1,746",.,.,"1,746",.,0.1,.,.,0.1,.,"26,195",.,.,"26,195",.,0.1,.,.,0.1,.,"2,077",.,.,"2,077",.,"1,493",.,.,"1,493",.,"2,077",.,.,"2,077",.,"1,493",.,.,"1,493",.,15.000,.,.,
2018,16622,"San Miguel Power Assn, Inc",CO,WACM,336,444,.,.,780,0.1,0.1,.,.,0.2,"4,961","8,872",.,.,"13,833",0.1,0.1,.,.,0.2,8,0,.,.,9,.,.,.,.,.,8,0,.,.,9,.,.,.,.,.,14.800,20.000,.,.,
2018,16628,City of Sanborn - (IA),IA,SWPP,15,90,"2,907",.,"3,012",0.0,0.0,0.4,.,0.4,224,"1,079","34,888",.,"36,192",0.0,0.0,0.4,.,0.4,4,3,101,.,108,1,1,38,.,40,4,3,101,.,108,1,1,38,.,40,14.800,12.000,12.000,.,www.mrenergy.com
2018,16655,City of Santa Clara - (CA),CA,CISO,10,"13,980","1,631",.,"15,621",0.0,4.3,0.2,.,4.5,70,"187,572","24,465",.,"212,107",0.0,4.3,0.2,.,4.5,1,"2,018",67,.,"2,086",464,"1,627",135,.,"2,226",1,"2,018",67,.,"2,086",464,"1,627",135,.,"2,226",10.000,14.736,15.000,.,
2018,16674,Satilla Rural Elec Member Corporation,GA,SOCO,44,0,0,0,44,0.3,0.0,0.0,0.0,0.3,"1,033",0,0,0,"1,033",0.1,0.0,0.0,0.0,0.1,4,0,0,0,4,5,0,0,0,5,26,0,0,0,26,30,0,0,0,30,10.000,0.000,0.000,0.000,
2018,16679,City of Sauk Centre - (MN),MN,MISO,54,205,527,.,786,0.0,0.0,0.1,.,0.1,739,"2,556","6,572",.,"9,867",0.0,0.0,0.1,.,0.1,6,10,25,.,41,2,4,9,.,15,6,10,25,.,41,2,4,9,.,15,14.000,13.000,13.000,.,
2018,16740,Scenic Rivers Energy Coop,WI,MISO,"1,208",5,6,.,"1,219",0.1,0.0,0.0,.,0.1,"16,360",71,88,.,"16,519",0.1,0.0,0.0,.,0.1,73,0,0,.,74,7,0,0,.,7,73,0,0,.,74,7,0,0,.,7,13.543,14.245,14.667,.,
2018,16865,Sawnee Electric Membership Corporation,GA,SOCO,885,37,0,.,922,0.7,0.1,0.0,.,0.9,"8,664",372,0,.,"9,036",0.7,0.1,0.0,.,0.9,289,1,15,.,305,160,.,.,.,160,289,1,15,.,305,160,.,.,.,160,12.420,10.000,0.000,0.000,
2018,16868,City of Seattle - (WA),WA,SCL,"50,596","62,110","19,152",.,"131,858",8.9,11.5,3.5,.,23.9,"390,806","747,000","213,141",.,"1,350,947",6.5,9.4,3.2,.,19.1,"3,502","12,803","2,733",.,"19,039","5,356","11,198","1,645",.,"18,199","3,502","12,803","2,733",.,"19,039","5,356","11,198","1,645",.,"18,199",7.724,12.027,11.129,.,https://www.commerce.wa.gov/growing-the-economy/energy/energy-independence-act/eia-reporting/
2018,16920,Sedgwick County El Coop Assn Inc,KS,SWPP,90,.,.,.,90,7.0,.,.,.,7.0,"1,919",.,.,.,"1,919",9.0,.,.,.,9.0,18,.,.,.,18,2,.,.,.,2,460,.,.,.,460,2,.,.,.,2,15.000,.,.,.,
2018,16932,City of Sergeant Bluff - (IA),IA,MISO,38,16,.,.,53,0.1,.,.,.,0.1,738,315,.,.,"1,053",0.1,.,.,.,0.1,12,0,.,.,12,7,13,.,.,20,12,0,.,.,12,7,13,.,.,20,19.590,20.000,.,.,
2018,16971,Shakopee Public Utilities Comm,MN,MISO,"3,415",0,"3,778",.,"7,193",1.1,.,0.6,.,1.7,"27,805",.,"43,513",.,"71,318",1.1,.,0.6,.,1.7,295,0,732,.,"1,027",52,.,18,.,70,295,0,732,.,"1,027",52,.,18,.,70,8.000,.,12.000,.,
2018,17066,Shenandoah Valley Elec Coop,VA,PJM,227,.,.,.,227,0.1,.,.,.,0.1,"4,980",.,.,.,"4,980",0.1,.,.,.,0.1,0,.,.,.,0,.,.,.,.,.,0,.,.,.,0,.,.,.,.,.,21.950,.,.,.,
2018,17141,City of Sibley - (IA),IA,MISO,.,4,.,.,4,.,.,.,.,.,.,86,.,.,86,.,.,.,.,.,.,0,.,.,0,.,3,.,.,3,.,0,.,.,0,.,3,.,.,3,.,20.000,.,.,
2018,17166,Sierra Pacific Power Co,NV,NEVP,"6,165","57,160",.,.,"63,325",1.9,7.0,.,.,8.9,"10,911","643,169",.,.,"654,080",1.9,7.0,.,.,8.9,0,0,.,.,0,"1,838","5,505",.,.,"7,343",0,0,.,.,0,"1,838","5,505",.,.,"7,343",1.800,11.300,.,.,http://puc.nv.gov/utilities/electric
2018,17252,Singing River Elec Cooperative,MS,MISO,"1,056",.,.,.,"1,056",0.2,.,.,.,0.2,"16,499",.,.,.,"16,499",0.2,.,.,.,0.2,95,.,.,.,95,535,.,.,.,535,95,.,.,.,95,535,.,.,.,535,15.650,.,.,.,
2018,17264,City of Sioux Center,IA,MISO,270,135,764,.,"1,168",0.3,0.1,0.2,.,0.5,"7,953","1,642","9,304",.,"18,899",0.3,0.1,0.2,.,0.5,168,8,43,.,218,24,5,31,.,60,168,8,43,.,218,24,5,31,.,60,29.470,12.190,12.190,.,
2018,17267,Sioux Valley SW Elec Coop,MN,SWPP,132,64,.,.,196,0.0,0.0,.,.,0.0,"2,735",924,.,.,"3,659",0.0,0.0,.,.,0.0,11,3,.,.,14,.,.,.,.,.,53,3,.,.,56,.,.,.,.,.,15.000,22.000,.,.,
2018,17267,Sioux Valley SW Elec Coop,SD,SWPP,686,160,.,.,846,0.1,0.0,.,.,0.1,"14,869","2,156",.,.,"17,025",0.1,0.0,.,.,0.1,131,33,.,.,164,.,.,.,.,.,528,33,.,.,561,.,.,.,.,.,15.000,22.000,.,.,
2018,17279,PUD No 1 of Skamania Co,WA,BPAT,315,190,0,0,505,0.1,0.0,0.0,0.0,0.1,"5,674","2,538",0,0,"8,212",0.1,0.0,0.0,0.0,0.1,72,50,0,0,122,20,12,0,0,33,72,50,0,0,122,20,12,0,0,33,18.034,13.333,0.000,0.000,www.skamiapud.com
2018,17320,Sleepy Eye Public Utility Comm,MN,MISO,63,667,100,.,830,0.0,0.1,0.0,.,0.2,889,"8,462","1,692",.,"11,042",0.5,1.9,0.1,.,2.5,14,32,6,.,52,34,82,19,.,135,201,401,98,.,700,476,"1,047",320,.,"1,843",14.000,12.700,17.000,.,
2018,17470,PUD 1 of Snohomish County,WA,BPAT,"34,826","16,181","21,734",.,"72,741",9.9,3.1,2.2,.,15.2,"482,883","196,146","245,085",.,"924,115",5.7,1.9,1.4,.,8.9,"4,893","2,057","2,254",.,"9,203",.,.,.,.,.,"4,893","2,057","2,254",.,"9,203",.,.,.,.,.,13.866,12.122,11.276,.,
2018,17492,"Socorro Electric Coop, Inc",NM,PNM,31,61,.,.,92,0.0,0.0,.,.,0.0,483,817,.,.,"1,301",0.0,0.0,.,.,0.0,5,2,.,.,8,.,.,.,.,.,5,2,.,.,8,.,.,.,.,.,15.960,12.570,.,.,
2018,17539,"Dominion Energy South Carolina, Inc",SC,SCEG,"31,520","32,761","5,210",0,"69,491",9.0,6.8,1.1,0.0,16.9,"221,249","393,137","62,515",0,"676,901",9.6,4.1,0.5,0.0,14.2,"4,466","4,756",756,0,"9,978","1,763","1,592",253,0,"3,608","4,466","4,756",756,0,"9,978","1,763","1,592",253,0,"3,608",7.019,12.000,12.000,0.000,
2018,17543,South Carolina Public Service Authority,SC,SC,"3,552","15,617",.,.,"19,169",1.0,3.7,.,.,4.7,"59,221","188,831",.,.,"248,052",1.0,3.7,.,.,4.7,846,909,.,.,"1,755",815,"1,021",.,.,"1,836",846,909,.,.,"1,755",815,"1,021",.,.,"1,836",16.700,12.100,.,.,
2018,17548,South Central Public Pwr Dist,NE,SWPP,30,638,0,0,668,0.0,0.1,0.0,0.0,0.1,534,"7,015",0,0,"7,549",0.0,0.1,0.0,0.0,0.1,6,25,0,0,31,1,4,0,0,5,6,25,0,0,31,1,4,0,0,5,17.780,11.000,0.000,0.000,N/A
2018,17572,South River Elec Member Corp,NC,CPLE,57,.,.,.,57,0.0,.,.,.,0.0,709,.,.,.,709,0.0,.,.,.,0.0,0,.,.,.,0,.,.,.,.,.,7,.,.,.,7,.,.,.,.,.,16.500,.,.,.,
2018,17599,Southeastern Indiana R E M C,IN,MISO,"1,264","2,000",.,.,"3,264",0.4,0.0,.,.,0.4,"21,779","30,400",.,.,"52,179",0.6,0.8,.,.,1.4,61,1,.,.,62,.,.,.,.,.,61,48,.,.,109,972,213,.,.,"1,185",17.230,15.200,.,.,
2018,17609,Southern California Edison Co,CA,CISO,"455,192","124,511","13,400",.,"593,104",93.0,19.4,1.4,.,113.7,"4,796,672","981,282","94,292",.,"5,872,246",93.0,19.4,1.4,.,113.7,"111,098","49,805","1,543",.,"162,446",49,52,7,.,107,"111,098","49,805","1,543",.,"162,446",49,52,7,.,107,10.538,7.880,7.040,.,http://eestats.cpuc.ca.gov/
2018,17612,Bear Valley Electric Service,CA,CISO,577,0,0,0,577,0.1,0.0,0.0,0.0,0.1,"7,354",0,0,0,"7,354",0.1,0.0,0.0,0.0,0.1,109,0,0,0,109,28,0,0,0,28,109,0,0,0,109,28,0,0,0,28,12.700,0.000,0.000,0.000,
2018,17633,Southern Indiana Gas & Elec Co,IN,MISO,"23,241","17,255","8,120",0,"48,616",5.2,2.5,1.2,0.0,8.9,"243,640","256,005","122,603",0,"622,248",5.2,2.5,1.2,0.0,8.9,"1,450","1,430",673,0,"3,554","3,159","1,546",728,0,"5,433","1,450","1,430",673,0,"3,554","3,159","1,546",728,0,"5,433",10.500,15.100,15.100,0.000,
2018,17637,Southern Maryland Elec Coop Inc,MD,PJM,"45,054","16,280",.,.,"61,334",6.5,3.3,.,.,9.8,"443,342","187,554",.,.,"630,896",6.5,3.3,.,.,9.8,"4,370","3,419",.,.,"7,789","4,930","1,705",.,.,"6,635","4,370","3,419",.,.,"7,789","48,314","19,608",.,.,"67,922",9.800,11.500,.,.,MD PSC
2018,17642,Southern Public Power District,NE,SWPP,300,340,409,0,"1,049",0.1,0.1,0.1,0.0,0.3,"5,214","3,759","5,118",0,"14,091",0.1,0.1,0.1,0.0,0.3,61,23,26,0,110,9,23,10,0,42,61,23,26,0,110,9,23,10,0,42,17.000,11.000,13.000,0.000,
2018,17647,Southern Pine Elec Power Assn,MS,MISO,524,3,.,.,527,0.2,0.0,.,.,0.2,"9,006",53,.,.,"9,059",0.2,0.0,.,.,0.2,35,3,.,.,38,488,0,.,.,488,35,3,.,.,38,488,0,.,.,488,17.290,19.000,.,.,
2018,17698,Southwestern Electric Power Co,AR,SWPP,"16,917","24,004","4,361",0,"45,282",3.8,3.6,0.9,0.0,8.3,"211,772","231,790","49,638",0,"493,200",5.0,3.5,0.8,0.0,9.3,"2,620","2,439",396,0,"5,455","2,970","1,354",300,0,"4,624","2,620","2,439",396,0,"5,455","2,970","1,354",300,0,"4,624",12.500,9.700,11.400,0.000,
2018,17698,Southwestern Electric Power Co,LA,SWPP,"4,847","4,845",496,0,"10,188",1.3,0.7,0.1,0.0,2.2,"90,834","70,841","7,442",0,"169,117",1.3,0.7,0.1,0.0,2.2,903,501,59,0,"1,463",323,114,46,0,483,903,501,59,0,"1,463",323,114,46,0,483,18.700,14.600,11.000,0.000,
2018,17698,Southwestern Electric Power Co,TX,SWPP,"6,199","10,885",0,0,"17,084",3.9,10.0,0.0,0.0,13.9,"124,899","151,627",0,0,"276,526",3.9,10.0,0.0,0.0,13.9,"1,825","1,510",0,0,"3,335",235,236,0,0,471,"1,825","1,510",0,0,"3,335",235,236,0,0,471,20.100,13.900,0.000,0.000,
2018,17718,Southwestern Public Service Co,NM,SWPP,"31,658","4,094","15,389",0,"51,142",5.3,0.6,2.1,0.0,8.0,"394,451","60,282","229,973",0,"684,706",5.3,0.6,2.1,0.0,8.0,"3,910",457,"1,368",0,"5,736","2,496",948,"1,583",0,"5,027","3,910",457,"1,368",0,"5,736","2,496",948,"1,583",0,"5,027",12.460,14.723,14.944,0.000,
2018,17718,Southwestern Public Service Co,TX,SWPP,"8,018","10,870",.,.,"18,888",3.0,2.1,.,.,5.0,"113,695","145,114",.,.,"258,810",3.0,2.1,.,.,5.0,"1,711","1,559",.,.,"3,270",185,188,.,.,373,"1,711","1,559",.,.,"3,270",185,188,.,.,373,14.180,13.350,.,.,Available through Public Utility Commission of Texas website; control #48146
2018,17783,City of Spencer - (IA),IA,MISO,55,"1,772",.,.,"1,827",0.0,0.0,.,.,0.1,"4,234","5,380",.,.,"9,614",0.0,0.0,.,.,0.1,17,68,.,.,85,0,0,.,.,0,17,68,.,.,85,.,.,.,.,.,10.000,10.000,.,.,
2018,17828,City of Springfield - (IL),IL,MISO,784,898,.,.,"1,682",0.1,0.2,.,.,0.3,"10,889","13,471",.,.,"24,360",0.1,0.2,.,.,0.3,147,184,.,.,332,299,107,.,.,407,147,184,.,.,332,299,107,.,.,407,11.520,15.000,0.000,0.000,
2018,17832,Snapping Shoals El Member Corp,GA,SOCO,"15,612","2,763","2,065",.,"20,440",3.6,0.7,0.5,.,4.9,"170,872","30,139","23,488",.,"224,499",3.6,0.7,0.5,.,4.8,22,3,2,.,27,120,21,16,.,157,"2,613",3,2,.,"2,618","3,165",179,138,.,"3,482",25.000,25.000,25.000,.,
2018,17833,City Utilities of Springfield - (MO),MO,SWPP,732,"6,636",0,0,"7,368",0.1,0.7,0.0,0.0,0.8,"11,406","46,457",0,0,"57,863",0.1,0.7,0.0,0.0,0.8,304,275,0,0,579,0,0,0,0,0,304,275,0,0,579,0,0,0,0,0,15.000,7.000,0.000,0.000,
2018,17839,City of Springfield - (OR),OR,BPAT,"1,167","3,253",22,.,"4,442",0.3,0.3,0.0,.,0.6,"20,173","38,042",286,.,"58,501",0.3,0.3,0.0,.,0.6,418,228,0,.,646,56,157,1,.,214,418,228,0,.,646,56,157,1,.,214,17.800,11.700,12.900,.,https://customerportal.bpa.gov/spring/Pages/Dashboard.aspx (password protected)
2018,17868,St Croix Electric Coop,WI,MISO,"1,098",115,75,.,"1,288",0.2,0.0,0.0,.,0.2,"14,731","1,658",912,.,"17,301",0.2,0.0,0.0,.,0.2,54,3,4,.,61,36,2,.,.,38,54,3,4,.,61,36,2,.,.,38,13.416,14.149,12.154,.,
2018,17876,City of St James - (MN),MN,MISO,18,301,193,0,512,0.0,0.1,0.0,0.0,0.1,257,"3,712","2,374",0,"6,343",0.0,0.1,0.0,0.0,0.1,5,25,16,0,46,2,9,6,0,17,5,25,16,0,46,2,9,6,0,17,14.200,12.300,12.300,0.000,
2018,17896,City of Shasta Lake - (CA),CA,BANC,34,133,0,.,167,0.0,0.0,0.0,.,0.0,606,"1,617",0,.,"2,223",0.0,0.0,0.0,.,0.0,43,41,0,.,84,46,6,0,.,52,43,41,0,.,84,46,6,0,.,52,18.698,12.173,0.000,.,http://www.cityofshastalake.org/index.aspx?nid=870
2018,17900,City of Saint Peter,MN,MISO,374,709,709,0,"1,792",0.0,0.1,0.1,0.0,0.2,"2,321","13,046","13,046",0,"28,413",0.0,0.1,0.1,0.0,0.2,33,67,67,0,167,37,32,32,0,101,33,67,67,0,167,37,32,32,.,101,6.200,18.400,18.400,0.000,WWW.MNCIPDATA.COM
2018,17979,Stanton County Public Pwr Dist,NE,SWPP,14,0,0,0,14,0.0,0.0,0.0,0.0,0.0,258,0,0,0,258,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,2,0,0,0,2,18.410,0.000,0.000,0.000,
2018,17983,City of Staples- (MN),MN,MISO,90,157,118,.,366,0.0,0.0,0.0,.,0.1,"1,119","1,899","1,433",.,"4,451",0.0,0.0,0.0,.,0.1,3,6,5,.,14,1,2,2,.,5,3,6,5,.,14,1,2,2,.,5,12.400,12.100,12.100,.,
2018,18051,Town of Steilacoom,WA,BPAT,2,.,.,.,2,0.0,.,.,.,0.0,75,.,.,.,75,0.0,.,.,.,0.0,1,.,.,.,1,0,.,.,.,0,1,.,.,.,1,0,.,.,.,0,25.000,.,.,.,Data provided courtesy the Bonneville Power Administration Energy Efficiency Division.
2018,18102,"Steuben Rural Elec Coop, Inc",NY,NYIS,1,.,.,.,1,1.0,.,.,.,1.0,15,.,.,.,15,1.0,.,.,.,1.0,0,.,.,.,0,1,.,.,.,1,0,.,.,.,0,1,.,.,.,1,15.000,.,.,.,
2018,18252,City of Sturgis,MI,PJM,216,"1,221",.,.,"1,437",0.0,0.2,.,.,0.2,"2,695","20,525",.,.,"23,220",0.0,0.2,.,.,0.2,44,81,.,.,125,23,82,.,.,105,44,81,.,.,125,23,82,.,.,105,12.480,16.810,.,.,www.sturgismi.gov
2018,18280,Sulphur Springs Valley E C Inc,AZ,WALC,56,.,"2,140",.,"2,196",0.1,.,20.8,.,20.9,449,.,"21,400",.,"21,849",0.1,.,21.2,.,21.3,26,.,.,.,26,1,.,90,.,91,26,.,.,.,26,1,.,90,.,91,20.000,.,20.000,.,
2018,18304,"Sumter Electric Coop, Inc",FL,SEC,706,.,.,.,706,0.1,.,.,.,0.1,"4,127",.,.,.,"4,127",0.1,.,.,.,0.1,.,.,.,.,.,2,.,.,.,2,.,.,.,.,.,2,.,.,.,2,5.842,.,.,.,
2018,18339,Surry-Yadkin Elec Member Corp,NC,DUK,"11,842",.,.,.,"11,842",0.0,.,.,.,0.0,"52,305",.,.,.,"52,305",0.0,.,.,.,0.0,132,.,.,.,132,264,.,.,.,264,132,.,.,.,132,264,.,.,.,264,14.340,.,.,.,
2018,18360,Suwannee Valley Elec Coop Inc,FL,SEC,"3,281",.,.,.,"3,281",0.7,.,.,.,0.7,"3,680",.,.,.,"3,680",0.7,.,.,.,0.7,2,.,.,.,2,226,.,.,.,226,2,.,.,.,2,226,.,.,.,226,1.122,.,.,.,
2018,18383,Taylor Electric Coop - (WI),WI,MISO,212,18,.,.,230,0.0,0.0,.,.,0.0,"2,979",258,.,.,"3,237",0.0,0.0,.,.,0.0,17,0,.,.,17,80,5,.,.,85,17,0,.,.,17,80,5,.,.,85,14.051,14.353,.,.,
2018,18429,City of Tacoma - (WA),WA,TPWR,"7,230","48,967","7,752",0,"63,949",.,.,.,.,.,"112,609","564,943","66,288",0,"743,839",.,.,.,.,.,2,6,1,0,9,1,1,0,0,3,39,69,8,0,116,22,16,2,0,40,15.000,11.000,8.000,0.000,
2018,18445,City of Tallahassee - (FL),FL,TAL,"5,365",121,.,.,"5,486",0.9,0.0,.,.,0.9,"51,641","2,449",.,.,"54,090",0.9,0.0,.,.,0.9,"1,452",3,.,.,"1,455","1,113",1,.,.,"1,115","1,452",3,.,.,"1,455","1,113",1,.,.,"1,115",9.728,17.837,.,.,www.talgov.com
2018,18454,Tampa Electric Co,FL,TEC,"16,013","27,582","3,065",.,"46,660",5.1,4.8,0.5,.,10.4,"261,874","148,835","16,537",.,"427,246",3.8,1.2,0.1,.,5.1,"5,108","4,224",469,.,"9,801","4,671",408,45,.,"5,124","5,108","4,224",469,.,"9,801","4,671",408,45,.,"5,124",20.000,20.000,20.000,.,
2018,18488,City of Taunton,MA,ISNE,"1,130",.,.,.,"1,130",0.5,.,.,.,0.5,"11,298",.,.,.,"11,298",0.5,.,.,.,0.5,435,.,.,.,435,.,.,.,.,.,435,.,.,.,435,.,.,.,.,.,10.000,.,.,.,
2018,18498,Taylor County Rural E C C,KY,PJM,8,.,.,.,8,0.3,.,.,.,0.3,173,.,.,.,173,0.3,.,.,.,0.3,1,.,.,.,1,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,22.800,.,.,.,
2018,18642,Tennessee Valley Authority,AL,TVA,"4,442","6,150","22,062",0,"32,654",1.0,1.0,3.0,0.0,5.0,"60,236","80,877","268,935",0,"410,048",1.0,1.0,3.0,0.0,5.0,531,293,"1,207",0,"2,031","2,413",191,"1,123",0,"3,727",531,293,"1,207",0,"2,031","2,413",191,"1,123",0,"3,727",14.000,13.000,12.000,0.000,
2018,18642,Tennessee Valley Authority,GA,TVA,"1,208",348,562,0,"2,118",0.0,0.0,0.0,0.0,0.0,"15,850","4,523","5,174",0,"25,547",0.0,0.0,0.0,0.0,0.0,132,11,53,0,196,579,8,26,0,613,132,11,53,0,196,579,8,26,0,613,13.000,13.000,9.000,0.000,
2018,18642,Tennessee Valley Authority,KY,TVA,"1,117","3,868","9,957",0,"14,942",0.0,1.0,1.0,0.0,2.0,"14,469","50,399","105,745",0,"170,613",0.0,1.0,1.0,0.0,2.0,161,143,488,0,792,455,98,350,0,903,161,143,488,0,792,455,98,350,0,903,13.000,13.000,11.000,0.000,
2018,18642,Tennessee Valley Authority,MS,TVA,"1,485","11,870","17,495",0,"30,850",0.0,2.0,2.0,0.0,4.0,"19,077","155,518","188,324",0,"362,919",0.0,2.0,2.0,0.0,4.0,210,534,845,0,"1,589",886,341,700,0,"1,927",210,534,845,0,"1,589",886,341,700,0,"1,927",13.000,13.000,11.000,0.000,
2018,18642,Tennessee Valley Authority,NC,TVA,196,151,0,0,347,0.0,0.0,0.0,0.0,0.0,"2,668","1,961",0,0,"4,629",0.0,0.0,0.0,0.0,0.0,28,6,0,0,34,85,4,0,0,89,28,6,0,0,34,85,4,0,0,89,14.000,13.000,0.000,0.000,
2018,18642,Tennessee Valley Authority,TN,TVA,"22,614","70,783","53,098",0,"146,495",5.0,13.0,7.0,0.0,25.0,"282,389","929,559","561,329",0,"1,773,277",5.0,13.0,7.0,0.0,25.0,"2,403","2,836","1,716",0,"6,955","12,939","2,134","2,213",0,"17,286","2,403","2,836","1,716",0,"6,955","12,939","2,134","2,213",0,"17,286",12.000,13.000,11.000,0.000,
2018,18642,Tennessee Valley Authority,VA,TVA,31,185,580,0,796,0.0,0.0,0.0,0.0,0.0,382,"2,404","6,383",0,"9,169",0.0,0.0,0.0,0.0,0.0,3,11,23,0,37,12,4,18,0,34,3,11,23,0,37,12,4,18,0,34,12.000,13.000,11.000,0.000,
