Utility Characteristics,,,,,Number of,,,,,Types of Program,,,,,,,,,,,,,,,,,,,
,,,,,Customers Enrolled,,,,,Time of Use Pricing,,,,Real Time Pricing,,,,Variable Peak Pricing,,,,Critical Peak Pricing,,,,Critical Peak Rebate,,,
2017,19119,"TransCanada Power Marketing, Ltd.",NH,ISNE,0,0,1,0,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19119,"TransCanada Power Marketing, Ltd.",NY,NYIS,0,0,10,0,10,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19119,"TransCanada Power Marketing, Ltd.",RI,ISNE,0,0,1,0,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19156,Powder River Energy Corporation,WY,WACM,131,0,0,0,131,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19157,MiEnergy Cooperative,IA,MISO,.,15,3,.,18,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19157,MiEnergy Cooperative,MN,MISO,.,.,1,.,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19159,"Tri-County Electric Coop, Inc",TX,ERCO,0,6,0,0,6,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19162,Tri-County Elec Member Corp,KY,TVA,0,1,1,0,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19162,Tri-County Elec Member Corp,TN,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19189,Trico Electric Cooperative Inc,AZ,WALC,2274,54,10,.,2338,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19266,Tullahoma Board-Public Utils,TN,TVA,8840,1897,0,0,10737,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19273,City of Tupelo - (MS),MS,TVA,0,1,1,0,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19281,Turlock Irrigation District,CA,TIDC,326,21,534,.,881,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19324,Two Rivers Water & Light,WI,MISO,6,28,1,0,35,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19325,Umatilla Electric Coop Assn,OR,BPAT,0,131,1437,0,1568,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19327,"TXU Energy Retail Co, LLC",TX,ERCO,124440,1021,1303,0,126764,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N
2017,19390,"UGI Utilities, Inc",PA,PJM,6,150,51,0,207,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19396,Tri-County Electric Coop,MI,MISO,3,0,163,0,166,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19430,City of Union City,TN,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19436,Union Electric Co - (MO),MO,MISO,37,6847,13,.,6897,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19446,"Duke Energy Kentucky, Inc.",KY,PJM,.,284,95,.,379,N,Y,Y,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N
2017,19490,United Electric Coop Service Inc - (TX),TX,ERCO,0,3,30,.,33,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2017,19497,United Illuminating Co,CT,ISNE,72488,8086,490,0,81064,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19499,"United Power, Inc",CO,WACM,1793,465,13,0,2271,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2017,19547,Hawaiian Electric Co Inc,HI,HECO,1934,1,2,.,1937,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19574,Upper Cumberland E M C,TN,TVA,0,0,2,0,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19578,Upper Peninsula Power Company,MI,MISO,0,0,9,0,9,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N
2017,19667,Utilities Dist-Western IN REMC,IN,MISO,3,0,0,0,3,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19728,"UNS Electric, Inc",AZ,TEPC,4133,136,2,.,4271,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19785,Verdigris Valley Elec Coop Inc,OK,AECI,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19791,"Vermont Electric Cooperative, Inc.",VT,ISNE,11,21,4,0,36,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19798,City of Vernon,CA,CISO,.,85,110,.,195,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19806,"Victoria Electric Coop, Inc",TX,ERCO,.,.,17,.,17,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
2017,19820,Victory Electric Coop Assn Inc,KS,SWPP,1,3,.,.,4,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19876,Virginia Electric & Power Co,NC,PJM,336,775,49,0,1160,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N
2017,19876,Virginia Electric & Power Co,VA,PJM,8972,7770,257,0,16999,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N
2017,19898,Volunteer Electric Coop,TN,TVA,0,1,7,0,8,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19951,City of Wadsworth - (OH),OH,PJM,398,26,.,.,424,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,19981,Wake Electric Membership Corp,NC,CPLE,325,16,3,.,344,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N
2017,20130,Warren Rural Elec Coop Corp,KY,TVA,0,0,16,0,16,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20176,City of Water Valley - (MS),MS,TVA,0,0,1,0,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20182,Waterloo Light & Water Comm,WI,MISO,1,11,0,0,12,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20211,Village of Waunakee - (WI),WI,MISO,7,16,2,0,25,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20213,Waupun Utilities,WI,MISO,89,62,2,0,153,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20214,Waverly Municipal Elec Utility,IA,MISO,0,1,4,0,5,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20216,Whitewater Valley Rural EMC,IN,MISO,49,.,4,.,53,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20222,Wayne-White Counties Elec Coop,IL,MISO,2,.,.,.,2,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20228,Weakley County Mun Elec Sys,TN,TVA,0,1,2,0,3,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20310,Town of Wellesley - (MA),MA,ISNE,.,.,4,.,4,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N
2017,20377,West Kentucky Rural E C C,KY,TVA,0,4,2,0,6,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20387,West Penn Power Co,PA,PJM,.,9,86,.,95,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N
2017,20401,West River Electric Assn Inc,SD,SWPP,28,6,0,.,34,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20422,Whetstone Valley Elec Coop Inc,SD,SWPP,1654,30,.,.,1684,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N
2017,20434,City of Westby,WI,MISO,0,6,0,0,6,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20455,Western Massachusetts Electric Company,MA,ISNE,9,185,85,.,279,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20510,"Wheatland Electric Coop, Inc",KS,SWPP,.,336,1206,.,1542,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20521,Wheeling Power Co,WV,PJM,2381,17,1,.,2399,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20583,Whitehall Electric Utility,WI,MISO,1,18,1,0,20,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20847,Wisconsin Electric Power Co,WI,MISO,18974,24464,661,.,44099,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20856,Wisconsin Power & Light Co,WI,MISO,3579,8148,1096,0,12823,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20860,Wisconsin Public Service Corp,WI,MISO,12785,7837,184,.,20806,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2017,20862,Wisconsin Rapids W W & L Comm,WI,MISO,96,156,6,.,258,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,20885,Withlacoochee River Elec Coop,FL,SEC,0,268,1,0,269,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,21244,"Southside Electric Coop, Inc",VA,PJM,.,.,10,.,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N
2017,21258,"Constellation Energy Services NY, Inc.",NY,NYIS,563,3017,173,.,3753,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,21526,City of Laurens - (SC),SC,DUK,.,20,.,.,20,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,21538,"Mohave Electric Cooperative, Inc",AZ,WALC,0,7,7,0,14,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,21567,"Washington-St Tammany E C, Inc",LA,MISO,.,1,.,.,1,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,21795,"Constellation Energy Services, Inc.",CT,ISNE,371,1405,61,1,1838,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
2017,21795,"Constellation Energy Services, Inc.",DC,PJM,0,177,0,0,177,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,21795,"Constellation Energy Services, Inc.",DE,PJM,0,134,0,0,134,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,21795,"Constellation Energy Services, Inc.",IL,MISO,0,7279,0,0,7279,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,21795,"Constellation Energy Services, Inc.",MA,ISNE,100,1243,7,0,1350,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,21795,"Constellation Energy Services, Inc.",MD,PJM,0,620,165,0,785,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,21795,"Constellation Energy Services, Inc.",ME,ISNE,29,462,6,.,497,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,21795,"Constellation Energy Services, Inc.",MI,MISO,0,480,51,0,531,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,21795,"Constellation Energy Services, Inc.",NH,ISNE,329,1377,0,0,1706,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,21795,"Constellation Energy Services, Inc.",NJ,PJM,16,930,0,0,946,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,21795,"Constellation Energy Services, Inc.",OH,PJM,0,211,1,0,212,N,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,21795,"Constellation Energy Services, Inc.",PA,PJM,6,742,1,.,749,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,21795,"Constellation Energy Services, Inc.",RI,ISNE,8,297,0,0,305,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,22053,Kentucky Power Co,KY,PJM,254,339,10,0,603,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,22500,Westar Energy Inc,KS,SWPP,10,80,19,.,109,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N
2017,22815,Delta Electric Power Assn,MS,MISO,.,48,.,.,48,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,22822,Clark County Rural E M C - (IN),IN,MISO,354,.,.,.,354,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,23326,"Sierra Electric Coop, Inc",NM,PNM,300,119,.,.,419,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,23826,Bluestem Electric Coop Inc,KS,SWPP,24,11,.,.,35,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,24211,Tucson Electric Power Co,AZ,TEPC,11837,1969,19,0,13825,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,24949,Cass County Electric Coop Inc,ND,MISO,2,350,437,0,789,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N
2017,25177,Dakota Electric Association,MN,MISO,18,6,.,.,24,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,25295,Western Indiana Energy REMC,IN,MISO,.,375,.,.,375,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,26510,Granite State Electric Co,NH,ISNE,441,.,136,.,577,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,26765,Pella Cooperative Elec Assn,IA,MISO,.,.,3,.,3,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,26939,Red River Valley Coop Pwr Assn,MN,MISO,.,16,.,.,16,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
2017,27058,"High West Energy, Inc",CO,WACM,2,.,.,.,2,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,27058,"High West Energy, Inc",NE,WACM,33,3,.,.,36,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,27058,"High West Energy, Inc",WY,WACM,43,1,.,.,44,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,27222,City of Ripley - (TN),TN,TVA,0,1,3,0,4,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,30517,"Pioneer Electric Coop, Inc - (AL)",AL,AEC,.,3,.,.,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,30518,Electrical Dist No3 Pinal County,AZ,AZPS,2090,.,.,.,2090,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,40036,Westfield Electric Co,WI,MISO,1,0,0,0,1,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,40166,"Chickasaw Electric Coop, Inc",TN,TVA,0,53,2,0,55,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,40208,"Ark Valley Elec Coop Assn, Inc",KS,SWPP,.,194,.,.,194,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
2017,40228,Rappahannock Electric Coop,VA,PJM,47,.,.,.,47,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,40236,"Forked Deer Electric Coop, Inc",TN,TVA,0,2,0,0,2,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,40302,North East Mississippi EPA,MS,TVA,0,1,3,0,4,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,40305,Hickman-Fulton Counties RECC,KY,TVA,0,80,1,0,81,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,40441,Town of Murphy - (NC),NC,TVA,0,1,1,0,2,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,49922,U.S. Energy Partners LLC,NY,NYIS,0,59,0,0,59,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,54913,NSTAR Electric Company,MA,ISNE,171,5280,359,.,5810,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,55787,City of Moreno Valley - (CA),CA,CISO,.,32,2,.,34,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,55962,City of Victorville - (CA),CA,CISO,.,.,52,.,52,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,55982,Heart of Texas Electric Coop,TX,ERCO,.,3,.,.,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,56379,"MC Squared Energy Services, LLC",IL,PJM,.,744,11,.,755,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,56692,Marin Clean Energy,CA,CISO,13021,17248,0,0,30269,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,56697,Ameren Illinois Company,IL,MISO,22230,1629,57,.,23916,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N
2017,56775,Entrust Energy,TX,ERCO,.,2793,.,.,2793,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,57459,"Wolverine Alternative Investments, LLC",TX,ERCO,.,1,.,.,1,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,57483,Liberty Utilities,CA,CISO,.,53,.,.,53,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,58124,City of Winter Park - (FL),FL,FPC,.,24,.,.,24,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,58248,"EnergyMark, LLC",NY,NYIS,1077,1092,51,0,2220,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,58806,"Mint Energy, LLC",CT,ISNE,.,61,.,.,61,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,58806,"Mint Energy, LLC",MA,ISNE,.,251,.,.,251,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,58806,"Mint Energy, LLC",ME,ISNE,.,38,.,.,38,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,58806,"Mint Energy, LLC",NH,ISNE,.,45,.,.,45,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,58806,"Mint Energy, LLC",PA,PJM,.,27,.,.,27,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,58806,"Mint Energy, LLC",RI,ISNE,.,23,.,.,23,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,58851,City of Cerritos - (CA),CA,CISO,0,280,8,0,288,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,59082,"Family Energy, Inc. New York",NY,NYIS,9307,133,.,.,9440,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
2017,59083,SFE Energy Pennsylvania,PA,PJM,0,13,.,.,13,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
2017,59084,"SFE Energy Maryland, Inc",MD,PJM,2185,35,.,.,2220,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
2017,59085,"SFE Energy New Jersey, Inc.",NJ,PJM,367,22,.,.,389,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
2017,59385,"Dynegy Energy Services, LLC",IL,PJM,0,0,9,1,10,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,59505,Heartland REMC,IN,PJM,.,.,2,.,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,59734,"SFE Energy Massachusetts, Inc.",MA,ISNE,4307,59,.,.,4366,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N
2017,59808,MP2 Energy LLC,IL,PJM,0,23,17,0,40,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,59808,MP2 Energy LLC,OH,PJM,0,5,2,0,7,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,59808,MP2 Energy LLC,PA,PJM,0,16,5,0,21,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,59808,MP2 Energy LLC,TX,ERCO,596,786,318,0,1700,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,59808,MP2 Energy LLC,VA,PJM,0,0,2,0,2,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,60181,CleanPowerSF,CA,CISO,1854,5944,1,0,7799,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,60502,Port of Stockton - (CA),CA,CISO,0,12,0,0,12,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,60631,Upper Michigan Energy Resources Corp.,MI,MISO,417,184,1,0,602,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,60715,Port of Oakland,CA,CISO,.,3,.,.,3,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
2017,60839,Southern Pioneer Electric Company,KS,SWPP,.,.,1,.,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
