|Utility Characteristics..Data Year|,|Utility Characteristics..Utility Number|,|Utility Characteristics..Utility Name|,|Utility Characteristics..State|,|Utility Characteristics..BA Code|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Residential|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Commercial|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Industrial|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Transportation|,|Reporting Year Incremental Annual Savings.Energy Savings (MWh).Total|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Residential|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Commercial|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Industrial|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Transportation|,|Reporting Year Incremental Annual Savings.Peak Demand Savings (MW).Total|,|Incremental Life Cycle Savings.Energy Savings (MWh).Residential|,|Incremental Life Cycle Savings.Energy Savings (MWh).Commercial|,|Incremental Life Cycle Savings.Energy Savings (MWh).Industrial|,|Incremental Life Cycle Savings.Energy Savings (MWh).Transportation|,|Incremental Life Cycle Savings.Energy Savings (MWh).Total|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Residential|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Commercial|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Industrial|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Transportation|,|Incremental Life Cycle Savings.Peak Demand Savings (MW).Total|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Residential|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Commercial|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Industrial|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Transportation|,|Reporting Year Incremental Cost.Customer Incentives (Thousand Dollars).Total|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Residential|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Commercial|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Industrial|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Transportation|,|Reporting Year Incremental Cost.All Other Costs (Thousand Dollars).Total|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Residential|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Commercial|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Industrial|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Transportation|,|Incremental Life Cycle Costs.Customer Incentives (Thousand Dollars).Total|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Residential|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Commercial|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Industrial|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Transportation|,|Incremental Life Cycle Costs.All Other Costs (Thousand Dollars).Total|,|Weighted Average Life.(Years).Residential|,|Weighted Average Life.(Years).Commercial|,|Weighted Average Life.(Years).Industrial|,|Weighted Average Life.(Years).Transportation|,|..Website|
2022,13664,Norris Public Power District,NE,SWPP,831,685,0,0,"1,516",0.2,0.1,0.0,0.0,0.3,"13,733","7,539",0,0,"21,271",0.2,0.1,0.0,0.0,0.3,264,35,0,0,299,67,38,0,0,104,264,35,0,0,299,67,38,0,0,104,16.519,11.010,0.000,0.000,
2022,13676,"North Arkansas Elec Coop, Inc",AR,MISO,173,.,.,.,173,0.2,.,.,.,0.2,"3,136",.,.,.,"3,136",0.2,.,.,.,0.2,.,.,.,.,.,789,.,.,.,789,.,.,.,.,.,"6,743",.,.,.,"6,743",10.000,.,.,.,
2022,13687,North Carolina Eastern M P A,NC,CPLE,347,54,100,.,501,0.1,0.2,0.5,.,0.8,"2,976",162,300,.,"3,438",0.1,0.1,0.3,.,0.5,10,0,0,.,10,120,40,10,.,170,10,0,0,.,10,120,40,10,.,170,8.576,3.000,3.000,.,
2022,13725,City of North Platte,NE,SWPP,57,214,0,.,271,0.0,0.0,0.0,.,0.0,804,"2,355",0,.,"3,158",0.0,0.0,0.0,.,0.0,19,7,0,.,26,2,10,0,.,12,19,7,0,.,26,2,10,0,.,12,14.190,11.000,0.000,.,
2022,13756,Northern Indiana Pub Serv Co,IN,MISO,"39,924","63,207",.,.,"103,131",37.1,9.2,.,.,46.2,"187,068","806,820",.,.,"993,888",4.1,5.6,.,.,9.7,"2,996","6,010",.,.,"9,005","3,387","2,540",.,.,"5,927","2,996","6,010",.,.,"9,005","3,387","2,540",.,.,"5,927",4.686,12.765,.,.,
2022,13780,Northern States Power Co,MI,MISO,"1,047",949,.,.,"1,996",0.1,0.1,.,.,0.1,"9,267","12,093",.,.,"21,360",0.1,0.1,.,.,0.1,96,68,.,.,163,95,76,.,.,171,96,68,.,.,163,95,76,.,.,171,8.851,12.743,.,.,
2022,13780,Northern States Power Co,WI,MISO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,535,467,.,.,"1,001",130,646,.,.,776,535,467,.,.,"1,001",130,646,.,.,776,.,.,.,.,
2022,13781,Northern States Power Co - Minnesota,MN,MISO,"277,811","255,486","67,620",.,"600,918",51.4,44.3,10.4,.,106.1,"4,339,525","4,116,612","1,169,563",.,"9,625,700",51.4,44.3,10.4,.,106.1,"17,879","28,000","5,593",.,"51,472","14,413","17,445","10,989",.,"42,847","17,879","28,000","5,593",.,"51,472","14,413","17,445","10,989",.,"42,847",15.620,16.113,17.296,.,
2022,13781,Northern States Power Co - Minnesota,SD,MISO,"3,285","4,967",.,.,"8,252",1.2,1.2,.,.,2.4,"40,349","85,724",.,.,"126,074",1.2,1.2,.,.,2.4,61,467,.,.,529,17,19,.,.,37,61,467,.,.,529,17,19,.,.,37,12.282,17.258,.,.,
2022,13788,Northern Wasco County PUD,OR,BPAT,398,"1,570",.,.,"1,968",0.1,0.3,.,.,0.4,"7,965","31,403",.,.,"39,368",0.1,0.3,.,.,0.4,773,222,.,.,995,161,16,.,.,177,773,222,.,.,995,161,16,.,.,177,20.000,20.000,.,.,
2022,13798,Northwest Iowa Power Coop,IA,SWPP,"2,704","4,913",.,.,"7,617",0.2,0.9,.,.,1.1,"56,674","75,377",.,.,"132,051",0.2,0.2,.,.,0.4,"1,024",260,.,.,"1,284",48,6,.,.,54,"1,024",260,.,.,"1,284",48,6,.,.,54,15.000,15.000,.,.,
2022,13839,City of Norwood - (MA),MA,ISNE,39,284,0,.,323,0.0,0.0,0.0,.,0.0,39,"285,641","3,062",.,"288,743",0.0,0.0,0.0,.,0.0,218,68,0,.,286,53,6,0,.,59,218,126,45,.,389,53,12,2,.,67,1.000,10.000,10.000,.,
2022,13936,Oakdale Electric Coop,WI,MISO,551,0,497,0,"1,048",0.0,0.0,0.0,0.0,0.0,"7,737",0,"7,132",0,"14,869",0.0,0.0,0.0,0.0,0.0,23,0,6,0,29,47,5,1,0,52,23,0,6,0,29,47,5,1,0,52,14.041,0.000,14.351,0.000,
2022,13998,Ohio Edison Co,OH,PJM,"2,828",0,0,0,"2,828",0.4,0.0,0.0,0.0,0.4,"28,619",0,0,0,"28,619",0.4,0.0,0.0,0.0,0.4,"2,586",0,0,0,"2,586",187,0,0,0,187,"2,586",0,0,0,"2,586",187,0,0,0,187,10.120,0.000,0.000,0.000,https://dis.puc.state.oh.us/
2022,14063,Oklahoma Gas & Electric Co,AR,SWPP,"8,552","19,598",0,0,"28,150",1.7,3.1,0.0,0.0,4.8,"128,191","226,349",0,0,"354,540",1.3,2.3,0.0,0.0,3.7,"1,751","2,019",0,0,"3,770","1,562","2,060",0,0,"3,622","1,751","2,019",0,0,"3,770","1,562","2,060",0,0,"3,622",10.738,13.000,0.000,0.000,http://www.apscservices.info/eeAnnualReports.aspx   
2022,14063,Oklahoma Gas & Electric Co,OK,SWPP,"63,686","53,635","53,635",0,"170,957",12.1,9.4,9.4,0.0,30.8,"1,096,444","534,585","534,585",0,"2,165,613",9.7,7.5,7.5,0.0,24.6,"12,232","4,866","4,866",0,"21,965","5,737","4,078","4,078",0,"13,893","12,232","4,866","4,866",0,"21,965","5,737","4,078","4,078",0,"13,893",13.885,12.000,12.000,0.000,http://www.occeweb.com/pu/ogande.htm   
2022,14109,"Oregon Trail El Cons Coop, Inc",OR,BPAT,197,319,91,.,607,0.2,0.2,0.0,.,0.5,"4,204","3,994",960,.,"9,159",0.2,0.2,0.0,.,0.5,92,45,19,.,156,35,17,60,.,112,92,45,19,.,156,35,17,60,.,112,19.170,12.520,10.530,.,
2022,14127,Omaha Public Power District,NE,SWPP,"2,518","12,433",0,0,"14,951",1.7,3.3,0.0,0.0,4.9,"28,426","164,117",0,0,"192,543",1.7,3.3,0.0,0.0,4.9,"1,113",890,0,0,"2,003",298,226,0,0,524,"1,113",890,0,0,"2,003",298,226,0,0,524,11.290,13.200,.,.,
2022,14154,Orange & Rockland Utils Inc,NY,NYIS,"43,526","29,145","3,358",.,"76,029",4.4,4.8,0.7,.,9.9,"565,838","388,282","38,281",.,"992,401",4.4,4.8,0.7,.,9.9,"1,909","3,470",399,.,"5,778","1,011",793,91,.,"1,895","1,909","3,470",399,.,"5,778","1,011",793,91,.,"1,895",13.000,13.300,11.400,.,
2022,14232,Otter Tail Power Co,MN,MISO,"18,852","31,705",0,0,"50,557",16.3,6.2,0.0,0.0,22.5,"218,419","453,087",0,0,"671,506",16.3,6.2,0.0,0.0,22.5,"1,562","3,203",0,0,"4,766","1,444","1,487",0,0,"2,930","1,562","3,203",0,0,"4,766","1,444","1,487",0,0,"2,930",11.586,14.290,0.000,0.000,
2022,14232,Otter Tail Power Co,SD,MISO,"1,113","4,955",0,0,"6,068",0.2,0.6,0.0,0.0,0.8,"19,354","74,067",0,0,"93,421",0.2,0.6,0.0,0.0,0.8,120,345,0,0,465,31,30,0,0,61,120,345,0,0,465,31,30,0,0,61,17.396,14.948,0.000,0.000,
2022,14246,City of Owatonna - (MN),MN,MISO,486,"1,110","1,512",0,"3,108",0.1,0.2,0.3,0.0,0.6,"4,863","11,102","15,119",0,"31,084",0.1,0.2,0.3,0.0,0.6,95,144,289,0,529,78,23,35,0,136,95,144,289,0,529,78,23,35,0,136,10.000,10.000,10.000,0.000,
2022,14328,Pacific Gas & Electric Co.,CA,CISO,"962,100","800,177","46,092",0,"1,808,369",163.0,132.0,8.0,0.0,303.0,"9,044,179","9,407,467","334,331",0,"18,785,977",150.0,120.0,8.0,0.0,278.0,"5,725","5,944","9,042",0,"20,711","114,939","82,816","26,886",0,"224,641","5,725","5,944","9,042",0,"20,711","114,939","82,816","26,886",0,"224,641",9.400,11.800,7.300,.,"PG&E's 2022 annual claims submittal to CEDARS on  March 1, 2023 https://cedars.sound-data.com/upload/dashboard/list/"
2022,14354,PacifiCorp,CA,PACW,116,"1,327",660,.,"2,103",0.0,0.2,0.1,.,0.4,"1,652","13,002","6,645",.,"21,298",0.0,0.2,0.1,.,0.4,475,240,108,.,823,159,361,186,.,707,475,240,108,.,823,159,361,186,.,707,14.212,9.800,10.067,.,https://www.pacificorp.com/environment/demand-side-management.html
2022,14354,PacifiCorp,ID,PACE,"7,327","4,183","2,496",.,"14,006",1.4,0.8,0.5,.,2.7,"34,357","54,629","33,509",.,"122,495",1.4,0.8,0.5,.,2.7,354,573,290,.,"1,217",856,"1,290",789,.,"2,935",354,573,290,.,"1,217",856,"1,290",789,.,"2,935",4.689,13.060,13.424,.,https://www.pacificorp.com/environment/demand-side-management.html
2022,14354,PacifiCorp,UT,PACE,"126,151","109,332","32,254",.,"267,737",18.2,15.8,4.7,.,38.7,"834,305","1,331,661","377,795",.,"2,543,761",18.2,15.8,4.7,.,38.7,"13,055","16,208","3,034",.,"32,297","9,722","10,817","4,012",.,"24,551","13,055","16,208","3,034",.,"32,297","9,722","10,817","4,012",.,"24,551",6.614,12.180,11.713,.,https://www.pacificorp.com/environment/demand-side-management.html
2022,14354,PacifiCorp,WA,PACW,"9,034","21,256","5,347",.,"35,636",1.2,2.9,0.7,.,4.9,"89,876","233,929","53,235",.,"377,040",1.2,2.9,0.7,.,4.9,"2,330","4,343",940,.,"7,613","2,932","3,013",967,.,"6,912","2,330","4,343",940,.,"7,613","2,932","3,013",967,.,"6,912",9.949,11.006,9.956,.,https://www.pacificorp.com/environment/demand-side-management.html
2022,14354,PacifiCorp,WY,PACE,"11,687","7,896","21,976",.,"41,559",1.5,1.0,2.8,.,5.4,"49,513","103,833","216,947",.,"370,293",1.5,1.0,2.8,.,5.4,437,"1,656","1,423",.,"3,517","1,284","1,059","2,255",.,"4,599",437,"1,656","1,423",.,"3,517","1,284","1,059","2,255",.,"4,599",4.237,13.150,9.872,.,https://www.pacificorp.com/environment/demand-side-management.html
2022,14401,City of Palo Alto - (CA),CA,CISO,66,891,179,.,"1,136",0.0,0.1,0.0,.,0.2,"1,015","15,753","1,967",.,"18,736",0.0,0.1,0.0,.,0.2,20,94,18,.,133,196,481,81,.,758,20,94,18,.,133,196,481,81,.,758,15.300,17.700,11.000,.,FY 2022 https://www.ncpa.com/policy/reports/energy-efficiency  
2022,14468,People's Cooperative Services,MN,MISO,"2,077",978,0,0,"3,055",0.1,0.0,0.0,0.0,0.2,"29,210","13,366",0,0,"42,576",0.1,0.0,0.0,0.0,0.2,156,12,0,0,168,156,14,0,0,169,156,12,0,0,168,156,14,0,0,169,14.064,13.667,0.000,0.000,
2022,14534,City of Pasadena - (CA),CA,CISO,"6,429","4,787",.,.,"11,216",0.2,0.8,.,.,1.0,"10,744","27,824",.,.,"38,568",0.2,0.8,.,.,1.0,"1,028","1,299",.,.,"2,327",676,290,.,.,966,"1,028","1,299",.,.,"2,327",676,290,.,.,966,8.030,6.130,.,.,https://pwp.cityofpasadena.net/eereports/
2022,14537,Pascoag Utility District,RI,ISNE,68,13,.,.,81,0.0,0.0,.,.,0.0,777,142,.,.,919,0.0,0.0,.,.,0.0,102,54,.,.,156,31,17,.,.,48,102,54,.,.,156,31,17,.,.,48,11.400,11.000,.,.,
2022,14563,Pearl River Valley El Pwr Assn,MS,MISO,355,.,.,.,355,0.2,.,.,.,0.2,"6,267",.,.,.,"6,267",0.2,.,.,.,0.2,69,.,.,.,69,74,.,.,.,74,69,.,.,.,69,74,.,.,.,74,17.680,.,.,.,
2022,14606,"Peace River Electric Coop, Inc",FL,SEC,183,92,.,.,275,0.0,0.0,.,.,0.0,"2,666","1,084",.,.,"3,750",0.0,0.0,.,.,0.0,0,0,.,.,0,149,114,.,.,263,0,0,.,.,0,149,114,.,.,263,12.370,12.370,.,.,
2022,14610,Orlando Utilities Comm,FL,FMPP,"15,032","4,644",.,.,"19,676",0.6,1.9,.,.,2.5,"37,060","70,769",.,.,"107,830",0.6,1.9,.,.,2.5,710,264,.,.,974,"1,998",220,.,.,"2,218",710,264,.,.,974,"1,998",220,.,.,"2,218",2.470,15.240,.,.,
2022,14624,PUD No 2 of Grant County,WA,GCPD,274,"3,793","36,217",.,"40,284",0.0,0.4,2.1,.,2.5,"5,337","61,555","543,258",.,"610,150",0.0,0.4,1.8,.,2.3,61,176,327,.,563,58,99,129,.,286,61,176,327,.,563,58,99,129,.,286,29.192,13.498,15.000,.,N/A
2022,14668,Peninsula Light Company,WA,BPAT,"2,857",864,.,.,"3,721",2.9,0.9,.,.,3.8,"54,291","12,089",.,.,"66,380",2.9,0.9,.,.,3.8,912,150,.,.,"1,062",161,26,.,.,187,912,150,.,.,"1,062",161,26,.,.,187,19.000,14.000,.,.,www.penlight.org
2022,14711,Pennsylvania Electric Co,PA,PJM,"36,430","22,854","7,044",0,"66,327",4.8,5.4,1.3,0.0,11.4,"346,696","303,073","86,037",0,"735,805",4.8,5.4,1.3,0.0,11.4,"6,114","2,632",456,0,"9,203","2,660","1,961",853,0,"5,473","6,114","2,632",456,0,"9,203","2,660","1,961",853,0,"5,473",9.517,13.261,12.215,0.000,https://firstenergycorp.com/save_energy/save_energy_pennsylvania/act-129.html
2022,14715,PPL Electric Utilities Corp,PA,PJM,"62,951","145,360","81,981",0,"290,291",8.1,24.7,13.7,0.0,46.5,"566,558","2,035,034","1,147,729",0,"3,749,321",9.4,18.7,22.2,0.0,50.2,"8,208","12,380","3,997",0,"24,585","11,531","7,903","2,636",0,"22,070","8,208","12,380","3,997",0,"24,585","11,531","7,903","2,636",0,"22,070",9.000,14.000,14.000,0.000,"PPL Electric Utilities' Annual Reports are on a Program Year, not Calendar Year, basis (June 1 - May 31) http://www.puc.state.pa.us/filing_resources/issues_laws_regulations/act_129_information/electric_distribution_company_act_129_reporting_requirements.aspx"
2022,14716,Pennsylvania Power Co,PA,PJM,"12,559","4,545","8,888",0,"25,992",2.0,0.9,1.1,0.0,4.0,"123,768","59,957","128,113",0,"311,839",2.0,0.9,1.1,0.0,4.0,"2,124",753,560,0,"3,438","1,081",501,370,0,"1,952","2,124",753,560,0,"3,438","1,081",501,370,0,"1,952",9.855,13.193,14.414,0.000,https://firstenergycorp.com/save_energy/save_energy_pennsylvania/act-129.html
2022,14717,Pee Dee Electric Member Corp,NC,CPLE,25,.,.,.,25,5.0,.,.,.,5.0,443,.,.,.,443,5.0,.,.,.,5.0,17,.,.,.,17,.,.,.,.,.,17,.,.,.,17,.,.,.,.,.,18.000,.,.,.,
2022,14940,PECO Energy Co,PA,PJM,"53,884","75,515",.,.,"129,399",13.1,15.1,.,.,28.2,"1,054,857","635,303",.,.,"1,690,160",13.1,15.1,.,.,28.2,"7,458","12,503",.,.,"19,961",6,4,.,.,9,"35,019","32,420",.,.,"67,439",111,53,.,.,164,12.000,12.000,.,.,
2022,15023,Piedmont Electric Member Corp,NC,DUK,"1,178",114,.,.,"1,292",1.0,1.0,.,.,2.0,"1,676","1,207",.,.,"2,883",1.0,1.0,.,.,2.0,39,2,.,.,41,11,1,.,.,11,39,2,.,.,41,11,1,.,.,11,1.540,17.000,.,.,
2022,15231,City of Port Angeles - (WA),WA,BPAT,547,318,0,.,865,0.3,0.2,0.0,.,0.5,"5,470","3,184",0,.,"8,654",0.3,0.2,0.0,.,0.5,214,113,0,.,327,.,.,.,.,.,214,113,0,.,327,.,.,.,.,.,10.000,10.000,0.000,.,
2022,15257,"Poudre Valley REA, Inc",CO,WACM,717,648,.,.,"1,366",0.3,0.2,.,.,0.4,"10,182","7,778",.,.,"17,960",0.2,0.2,.,.,0.4,445,28,.,.,473,.,.,.,.,.,445,28,.,.,473,.,.,.,.,.,15.180,12.000,.,.,
2022,15263,The Potomac Edison Company,MD,PJM,"87,679","32,053","17,958",0,"137,689",13.0,5.5,2.3,0.0,20.8,"501,432","455,504","255,200",0,"1,212,136",13.0,5.5,2.3,0.0,20.8,"9,868","8,784","4,941",0,"23,592","6,116","3,654","2,056",0,"11,826","9,868","8,784","4,941",0,"23,592","6,116","3,654","2,056",0,"11,826",5.719,14.211,14.211,0.000,https://www.psc.state.md.us/
2022,15270,Potomac Electric Power Co,MD,PJM,"88,129","99,939",.,.,"188,068",16.0,15.0,.,.,30.9,"365,862","1,322,644",.,.,"1,688,505",16.0,15.0,.,.,30.9,"17,897","24,261",.,.,"42,158","7,854","13,526",.,.,"21,380","17,897","24,261",.,.,"42,158","7,854","13,526",.,.,"21,380",4.200,13.200,.,.,
2022,15296,New York Power Authority,NY,NYIS,.,"10,230",.,139,"10,369",.,0.6,.,0.0,0.6,.,"153,447",.,"2,085","155,532",.,0.6,.,0.0,0.6,.,0,.,0,0,.,42,.,0,42,.,0,.,0,0,.,42,.,0,42,.,15.000,.,15.000,
2022,15340,Presque Isle Elec & Gas Coop,MI,MISO,611,18,.,.,630,0.1,0.0,.,.,0.1,"6,814",292,.,.,"7,107",0.1,0.0,.,.,0.1,140,2,.,.,142,130,84,.,.,214,140,2,.,.,142,130,84,.,.,214,11.151,15.810,.,.,https://pieg.com/energy-optimization-rebates/ 
2022,15344,Polk-Burnett Electric Coop,WI,MISO,514,21,0,0,535,0.1,0.0,0.0,0.0,0.1,"8,493",290,0,0,"8,783",0.1,0.0,0.0,0.0,0.1,194,1,0,0,195,0,0,0,0,0,194,1,0,0,195,0,0,0,0,0,16.524,13.804,0.000,0.000,
2022,15419,PUD No 3 of Mason County,WA,BPAT,718,265,247,0,"1,230",0.7,0.3,0.2,0.0,1.2,"12,014","2,889","2,967",0,"17,870",0.7,0.3,0.2,0.0,1.2,336,53,40,0,429,283,104,97,0,484,336,53,40,0,429,283,104,97,0,484,17.000,12.000,12.000,0.000,
2022,15466,Public Service Co of Colorado,CO,PSCO,"269,848","250,919","68,183",.,"588,950",47.6,47.8,12.7,.,108.1,"2,140,492","4,197,247","472,860",.,"6,810,599",47.6,47.8,12.7,.,108.1,"18,293","26,867","6,313",.,"51,473","10,274","14,321","2,074",.,"26,669","18,293","26,867","6,313",.,"51,473","10,274","14,321","2,074",.,"26,669",7.932,16.727,6.935,.,
2022,15470,"Duke Energy Indiana, LLC",IN,MISO,"103,264","72,319",.,.,"175,583",16.2,13.0,.,.,29.2,"469,848","938,049",.,.,"1,407,897",16.2,13.0,.,.,29.2,"2,216","9,528",.,.,"11,744","7,679","4,625",.,.,"12,304","2,216","9,528",.,.,"11,744","7,679","4,625",.,.,"12,304",4.500,13.000,.,.,
2022,15472,Public Service Co of NH,NH,ISNE,"8,778","59,834",.,.,"68,612",0.9,8.4,.,.,9.3,"114,878","676,351",.,.,"791,230",0.9,8.4,.,.,9.3,"12,477","16,337",.,.,"28,815","2,021","2,788",.,.,"4,809","12,477","16,337",.,.,"28,815","2,121","2,788",.,.,"4,909",13.090,11.300,.,.,www.puc.nh.gov/electric/coreenergyprograms.htm
2022,15473,Public Service Co of NM,NM,PNM,"58,600","35,986",933,0,"95,519",9.6,4.5,0.5,0.0,14.6,"881,520","381,454","9,892",0,"1,272,867",10.0,4.5,0.5,0.0,15.0,"7,268","5,086",121,0,"12,475","5,968","4,229",101,0,"10,298","7,268","5,086",121,0,"12,475","5,968","4,229",101,0,"10,298",14.700,10.600,10.600,0.000,
2022,15474,Public Service Co of Oklahoma,OK,SWPP,"58,898","61,415",.,.,"120,313",14.3,12.7,.,.,27.0,"590,740","954,107",.,.,"1,544,847",14.3,12.7,.,.,27.0,"10,222","6,355",.,.,"16,577","5,326","4,511",.,.,"9,837","10,222","6,355",.,.,"16,577","5,326","4,511",.,.,"9,837",10.000,15.500,.,.,
2022,15477,Public Service Elec & Gas Co,NJ,PJM,"496,201","370,724",0,0,"866,925",34.4,94.5,0.0,0.0,128.8,"6,311,315","5,440,298",0,0,"11,751,613",34.4,94.5,0.0,0.0,128.8,"123,357","96,612",0,0,"219,969","70,130","50,062",0,0,"120,192","123,357","96,612",0,0,"219,969","70,130","50,062",0,0,"120,192",12.720,14.670,0.000,0.000,
2022,15500,Puget Sound Energy Inc,WA,PSEI,"105,177","124,038","13,782",.,"242,997",23.4,12.8,1.4,.,37.6,"975,639","1,353,509","150,390",.,"2,479,537",23.4,12.8,1.4,.,37.6,"27,808","43,536","4,837",.,"76,181","14,611","12,470","1,386",.,"28,467","27,808","43,536","4,837",.,"76,181","14,611","12,470","1,386",.,"28,467",2.520,10.460,4.300,.,www.utc.wa.gov
2022,15671,Randolph Electric Member Corp,NC,CPLE,.,3,.,.,3,.,.,.,.,.,.,36,.,.,36,.,.,.,.,.,.,1,.,.,1,.,.,.,.,.,.,1,.,.,1,.,.,.,.,.,.,15.000,.,.,
2022,15700,Rayle Electric Membership Corp,GA,SOCO,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,1,.,.,.,.,.,48,.,.,.,48,.,.,.,.,.,.,.,.,.,
2022,15748,Town of Reading - (MA),MA,ISNE,283,100,.,.,383,0.1,0.0,.,.,0.1,"2,846","1,000",.,.,"3,846",0.1,0.0,.,.,0.1,27,4,.,.,31,3,1,.,.,4,27,4,.,.,31,3,1,.,.,4,10.040,10.000,.,.,Annual reports published at this address: https://www.rmld.com/financial-statements/pages/annual-reports 2022 annual report has not been published yet.
2022,15783,City of Redding - (CA),CA,,577,"3,593",0,0,"4,171",0.1,0.6,0.0,0.0,0.7,"8,939","31,101",0,0,"40,040",0.1,0.5,0.0,0.0,0.6,768,599,.,.,"1,368",68,32,.,.,100,768,599,.,.,"1,368",68,32,.,.,100,15.413,10.545,0.000,0.000,https://www.cmua.org/sb1037-reports   
2022,15979,City of Richland - (WA),WA,BPAT,719,"1,195","1,032",.,"2,946",0.1,0.1,0.1,.,0.3,"13,302","14,860","11,622",.,"39,784",0.1,0.1,0.1,.,0.3,392,299,80,.,771,.,.,.,.,.,392,299,80,.,771,.,.,.,.,.,18.500,12.430,11.260,.,
2022,16060,Riverland Energy Cooperative,WI,MISO,528,558,83,.,"1,169",0.1,0.2,0.0,.,0.2,"8,299","6,175","1,100",.,"15,574",0.1,0.2,0.0,.,0.2,79,30,2,.,111,.,.,.,.,.,79,30,2,.,111,.,.,.,.,.,15.718,11.066,13.250,.,
2022,16088,City of Riverside - (CA),CA,CISO,"5,143","7,520",.,.,"12,663",0.6,0.9,.,.,1.5,"119,876","92,732",.,.,"212,608",0.6,0.9,.,.,1.5,"1,581",653,.,.,"2,234",.,.,.,.,.,"1,581",653,.,.,"2,234",.,.,.,.,.,23.310,12.330,.,.,
2022,16101,Roanoke Electric Member Corp,NC,PJM,70,.,.,.,70,0.0,.,.,.,0.0,"1,050",.,.,.,"1,050",0.0,.,.,.,0.0,0,.,.,.,0,30,.,.,.,30,0,.,.,.,0,30,.,.,.,30,15.000,.,.,.,
2022,16181,Rochester Public Utilities,MN,MISO,"2,855","8,450","6,693",0,"17,998",0.5,1.3,0.7,0.0,2.5,"36,650","127,886","68,260",0,"232,796",0.5,1.3,0.7,0.0,2.5,282,796,271,0,"1,349",303,210,53,0,566,282,796,271,0,"1,349",303,210,53,0,566,10.000,10.000,10.000,0.000,
2022,16183,Rochester Gas & Electric Corp,NY,NYIS,"47,088","16,182",.,.,"63,270",9.2,3.1,.,.,12.3,"502,905","139,724",.,.,"642,629",9.2,3.1,.,.,12.3,"5,431","3,606",.,.,"9,037","1,918",780,.,.,"2,698","5,431","3,606",.,.,"9,037","1,918",780,.,.,"2,698",15.000,15.000,.,.,
2022,16213,Rockland Electric Co,NJ,PJM,"5,123","5,270",.,.,"10,393",0.3,1.2,.,.,1.5,"61,558","61,318",.,.,"122,876",0.3,1.2,.,.,1.5,395,"1,971",.,.,"2,366",414,567,.,.,981,395,"1,971",.,.,"2,366",414,567,.,.,981,14.840,11.080,.,.,
2022,16295,City of Roseville - (CA),CA,BANC,"15,803","3,712",417,.,"19,932",0.3,1.2,0.1,.,1.6,"51,971","44,178","8,764",.,"104,913",0.3,1.3,0.1,.,1.7,961,746,90,.,"1,797",865,526,111,.,"1,502",961,746,90,.,"1,797",865,526,111,.,"1,502",8.130,11.237,20.000,.,
2022,16534,Sacramento Municipal Util Dist,CA,BANC,"69,655","26,396",.,.,"96,051",7.3,3.9,.,.,11.2,"1,015,814","321,065",.,.,"1,336,879",7.3,3.9,.,.,11.2,"15,311","4,466",.,.,"19,777","14,352","5,918",.,.,"20,270","15,311","4,466",.,.,"19,777","14,352","5,918",.,.,"20,270",14.767,13.376,.,.,
2022,16555,Salem Electric - (OR),OR,BPAT,683,660,.,.,"1,343",5.5,4.1,.,.,9.6,"17,112","8,769",.,.,"25,881",5.5,4.1,.,.,9.6,302,94,.,.,396,157,43,.,.,200,302,94,.,.,396,157,43,.,.,200,12.190,13.710,.,.,
