|Utility Characteristics.Year|,|Utility Characteristics.State|,|Utility Characteristics.Utility Number|,|Utility Characteristics.Utility Name|,|Utility Characteristics.BA_CODE|,|Number and Capacity (MW).Number of Generators|,|Number and Capacity (MW).Total Capacity|,|Number and Capacity (MW).Capacity Back-up Only|,|Number and Capacity (MW).Capacity Utility Owned|,|Photovoltaic.Type|,|Photovoltaic.Residential|,|Photovoltaic.Commercial|,|Photovoltaic.Industrial|,|Photovoltaic.Transportation|,|Photovoltaic.Direct Connected|,|Photovoltaic.Total|,|Storage.Residential|,|Storage.Commercial|,|Storage.Industrial|,|Storage.Transportation|,|Storage.Direct Connected|,|Storage.Total|,|Wind.Residential|,|Wind.Commercial|,|Wind.Industrial|,|Wind.Transportation|,|Wind.Direct Connected|,|Wind.Total|,|Hydroelectric.Residential|,|Hydroelectric.Commercial|,|Hydroelectric.Industrial|,|Hydroelectric.Transportation|,|Hydroelectric.Direct Connected|,|Hydroelectric.Total|,|Fuel Cells.Residential|,|Fuel Cells.Commercial|,|Fuel Cells.Industrial|,|Fuel Cells.Transportation|,|Fuel Cells.Direct Connected|,|Fuel Cells.Total|,|Internal Combustion.Residential|,|Internal Combustion.Commercial|,|Internal Combustion.Industrial|,|Internal Combustion.Transportation|,|Internal Combustion.Direct Connected|,|Internal Combustion.Total|,|Combustion Turbine.Residential|,|Combustion Turbine.Commercial|,|Combustion Turbine.Industrial|,|Combustion Turbine.Transportation|,|Combustion Turbine.Direct Connected|,|Combustion Turbine.Total|,|Steam.Residential|,|Steam.Commercial|,|Steam.Industrial|,|Steam.Transportation|,|Steam.Direct Connected|,|Steam.Total|,|Other.Residential|,|Other.Commercial|,|Other.Industrial|,|Other.Transportation|,|Other.Direct Connected|,|Other.Total|,|Total.Residential|,|Total.Commercial|,|Total.Industrial|,|Total.Transportation|,|Total.Direct Connected|,|.Total|
2022,KY,7270,City of Glasgow - (KY),TVA,16,0.611,0.000,0.000,,0.007,0.605,0.000,0.000,0.000,0.611,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.605,0.000,0.000,0.000,0.611
2022,CA,7294,City of Glendale - (CA),LDWP,6,1.522,0.000,.,AC,.,.,.,.,0.222,0.222,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.300,.,.,.,0.300,.,1.000,.,.,.,1.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,1.300,0.000,0.000,0.222,1.522
2022,AK,7353,Golden Valley Elec Assn Inc,NA,29,0.827,0.000,0.563,AC,.,0.563,0.050,.,0.098,0.711,.,.,.,.,.,0.000,.,0.045,.,.,.,0.045,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.065,.,.,.,0.065,.,.,.,.,.,0.000,.,0.006,.,.,.,0.006,0.000,0.679,0.050,0.000,0.098,0.827
2022,KS,7374,City of Goodland - (KS),SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,NE,7411,City of Gothenburg - (NE),SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,CO,7563,Grand Valley Power,PSCO,1,0.144,.,0.144,DC,.,.,.,.,0.144,0.144,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.144,0.144
2022,FL,7593,City of Green Cove Springs,FMPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,VT,7601,Green Mountain Power Corp,ISNE,"4,364",35.090,22.000,6.691,AC,.,.,.,.,1.250,1.250,22.000,.,.,.,0.000,22.000,.,.,.,.,0.048,0.048,.,.,.,.,6.672,6.672,.,.,.,.,0.000,0.000,.,.,.,.,5.120,5.120,.,.,.,.,0.000,0.000,.,.,.,.,0.000,0.000,.,.,.,.,0.000,0.000,22.000,0.000,0.000,0.000,13.090,35.090
2022,TN,7625,City of Greeneville - (TN),TVA,33,0.502,0.000,0.000,,0.125,0.377,0.000,0.000,0.000,0.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.125,0.377,0.000,0.000,0.000,0.502
2022,GA,7679,City of Griffin - (GA),SOCO,17,0.148,.,.,,0.086,0.062,.,.,.,0.148,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.086,0.062,0.000,0.000,0.000,0.148
2022,MO,7720,"Grundy Electric Coop, Inc",AECI,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,AL,7827,Guntersville Electric Board,TVA,3,0.150,0.000,0.000,,0.000,0.150,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.150,0.000,0.000,0.000,0.150
2022,IA,7864,Grundy County Rural Elec Coop,MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,OH,7977,City of Hamilton - (OH),PJM,9,0.060,.,.,,0.060,.,.,.,.,0.060,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.060,0.000,0.000,0.000,0.000,0.060
2022,NC,7978,Halifax Electric Member Corp,CPLE,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,TN,8147,City of Harriman - (TN),TVA,10,0.098,0.000,0.000,,0.078,0.014,0.000,0.000,0.000,0.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.078,0.020,0.000,0.000,0.000,0.098
2022,IN,8179,Harrison County Rural E M C,MISO,7,6.200,6.200,1.000,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,6.200,.,.,.,6.200,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,6.200,0.000,0.000,0.000,6.200
2022,HI,8287,Hawaii Electric Light Co Inc,NA,"1,638",43.848,.,0.059,AC,9.564,18.914,.,.,.,28.478,10.064,2.792,.,.,.,12.856,.,0.662,.,.,.,0.662,.,0.237,.,.,.,0.237,.,.,.,.,.,0.000,.,1.615,.,.,.,1.615,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,19.628,24.220,0.000,0.000,0.000,43.848
2022,IA,8288,City of Hawarden - (IA),MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,IA,8319,Heartland Power Coop,MISO,31,10.745,2.300,0.185,AC,0.296,0.345,.,.,.,0.641,.,.,.,.,.,0.000,0.054,2.050,.,.,.,2.104,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,8.000,.,.,.,8.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.350,10.395,0.000,0.000,0.000,10.745
2022,NC,8333,Haywood Electric Member Corp,DUK,3,0.615,0.615,0.615,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,0.615,0.615,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.615,0.615
2022,IN,8466,Henry County Rural E M C,MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,KY,8548,City of Hickman,TVA,3,0.047,0.000,0.000,,0.000,0.047,0.000,0.000,0.000,0.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.047,0.000,0.000,0.000,0.047
2022,NC,8571,Town of High Point,DUK,5,2.100,2.100,0.900,,.,0.100,.,.,.,0.100,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,2.000,.,.,.,2.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,2.100,0.000,0.000,0.000,2.100
2022,WI,8574,"Jackson Electric Coop, Inc - (WI)",MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,NE,8717,City of Holdrege,SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,TN,8764,"Holston Electric Coop, Inc",TVA,28,2.203,0.000,0.000,,0.054,1.150,0.000,0.000,0.000,1.204,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.999,0.000,0.000,0.000,0.999,0.054,2.149,0.000,0.000,0.000,2.203
2022,CO,8773,"Holy Cross Electric Assn, Inc",PSCO,30,4.899,0.000,0.527,DC,.,.,.,.,4.076,4.076,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,0.823,0.823,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,4.899,4.899
2022,MA,8774,City of Holyoke - (MA),ISNE,18,7.613,.,0.360,DC,.,2.207,4.471,.,.,6.678,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.575,.,.,.,0.575,.,.,.,.,.,0.000,.,0.360,.,.,.,0.360,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,3.142,4.471,0.000,0.000,7.613
2022,TX,8801,City of Hondo - (TX),ERCO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,KY,8846,City of Hopkinsville,TVA,4,0.092,0.000,0.000,,0.000,0.092,0.000,0.000,0.000,0.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.092,0.000,0.000,0.000,0.092
2022,TX,8898,Houston County Elec Coop Inc,ERCO,1,0.990,.,.,AC,.,.,.,.,0.990,0.990,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.990,0.990
2022,TX,8901,CenterPoint Energy,ERCO,"34,380",311.232,3.800,0.000,,285.100,8.834,0.000,0.000,0.000,293.934,4.646,0.000,0.000,0.000,0.000,4.646,0.032,0.040,0.000,0.000,0.000,0.072,0.000,0.112,0.000,0.000,0.000,0.112,0.000,0.000,0.000,0.000,0.000,0.000,0.040,12.428,0.000,0.000,0.000,12.468,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,289.818,21.414,0.000,0.000,0.000,311.232
2022,MA,8973,Town of Hudson - (MA),ISNE,192,2.040,.,.,,1.772,0.103,0.071,.,.,1.946,0.094,.,.,.,.,0.094,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,1.866,0.103,0.071,0.000,0.000,2.040
2022,KS,9011,City of Hugoton - (KS),SWPP,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,TN,9023,City of Humboldt,TVA,7,0.258,0.000,0.000,,0.000,0.258,0.000,0.000,0.000,0.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.258,0.000,0.000,0.000,0.258
2022,AL,9094,City of Huntsville - (AL),TVA,69,1.356,0.000,0.000,,0.503,0.853,0.000,0.000,0.000,1.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.503,0.853,0.000,0.000,0.000,1.356
2022,MN,9130,Hutchinson Utilities Comm,MISO,1,0.625,0.000,0.625,,.,.,.,.,0.625,0.625,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.625,0.625
2022,UT,9163,Hyrum City Corporation,PACE,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,ID,9191,Idaho Power Co,IPCO,31,10.262,.,.,DC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,9.762,9.762,.,.,.,.,.,0.000,.,.,.,.,0.500,0.500,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,10.262,10.262
2022,OR,9191,Idaho Power Co,IPCO,1,0.240,.,.,DC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,0.240,0.240,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.240,0.240
2022,IL,9209,Illinois Rural Electric Coop,MISO,.,.,.,.,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2022,IN,9273,Indianapolis Power & Light Co,MISO,60,3.462,.,.,AC,.,2.127,0.729,.,.,2.856,.,.,.,.,.,0.000,.,0.010,.,.,.,0.010,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.596,.,.,.,0.596,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,2.733,0.729,0.000,0.000,3.462
2022,IN,9324,Indiana Michigan Power Co,PJM,27,1.754,0.000,0.000,AC,0.144,0.050,0.750,0.000,0.000,0.944,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.000,0.000,0.000,0.800,0.000,0.000,0.000,0.000,0.000,0.000,0.154,0.850,0.750,0.000,0.000,1.754
2022,MI,9324,Indiana Michigan Power Co,PJM,327,3.626,0.000,0.000,AC,2.545,0.387,0.000,0.000,0.000,2.932,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.002,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.672,0.000,0.000,0.000,0.672,0.000,0.000,0.000,0.000,0.000,0.000,2.565,1.061,0.000,0.000,0.000,3.626
2022,CO,9336,CORE Electric Cooperative,PSCO,61,1.401,.,.,AC,0.798,0.591,0.012,.,.,1.401,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.798,0.591,0.012,0.000,0.000,1.401
2022,IA,9417,Interstate Power and Light Co,MISO,61,7.232,0.000,1.678,AC,0.021,1.772,0.365,.,.,2.158,.,1.022,.,.,.,1.022,.,1.014,.,.,.,1.014,.,1.490,.,.,.,1.490,.,.,.,.,.,0.000,.,0.442,.,.,.,0.442,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.450,0.656,.,.,1.106,0.021,6.190,1.021,0.000,0.000,7.232
2022,IA,9425,Iowa Lakes Electric Coop,SWPP,23,0.936,.,0.140,AC,0.040,0.617,.,.,.,0.657,.,.,.,.,.,0.000,0.010,0.269,.,.,.,0.279,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.050,0.886,0.000,0.000,0.000,0.936
2022,GA,9601,Jackson Electric Member Corp - (GA),SOCO,57,3.712,1.100,.,DC,0.279,2.333,.,.,.,2.612,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,1.100,.,.,.,1.100,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.279,3.433,0.000,0.000,0.000,3.712
2022,TN,9612,City of Jackson - (TN),TVA,14,1.324,0.000,0.000,,0.048,1.276,0.000,0.000,0.000,1.324,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.048,1.276,0.000,0.000,0.000,1.324
2022,NY,9645,Jamestown Board of Public Util,NYIS,1,0.076,0.000,0.076,,.,.,.,.,0.076,0.076,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.000,0.000,0.076,0.076
2022,IN,9665,Jasper County Rural E M C,MISO,1,0.800,0.000,0.000,AC,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,0.800,.,.,0.800,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,0.000,0.800,0.000,0.000,0.800
2022,KY,9697,City of Jellico,TVA,18,0.088,0.000,0.000,,0.088,0.000,0.000,0.000,0.000,0.088,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.088,0.000,0.000,0.000,0.000,0.088
2022,TN,9697,City of Jellico,TVA,4,0.160,0.000,0.000,,0.000,0.160,0.000,0.000,0.000,0.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.160,0.000,0.000,0.000,0.160
2022,NJ,9726,Jersey Central Power & Lt Co,PJM,5,0.935,0.000,0.000,AC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.000,0.400,0.400,0.000,0.035,0.000,0.000,0.000,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.035,0.000,0.000,0.900,0.935
2022,AL,9739,Joe Wheeler Elec Member Corp,TVA,20,2.172,0.000,0.000,,0.060,0.400,0.000,0.000,0.000,0.460,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.712,0.000,0.000,0.000,1.712,0.060,2.112,0.000,0.000,0.000,2.172
2022,IL,9750,"Jo-Carroll Energy, Inc",MISO,15,7.800,2.400,.,AC,.,5.400,.,.,.,5.400,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,2.400,.,.,.,2.400,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.000,7.800,0.000,0.000,0.000,7.800
2022,TN,9777,Johnson City - (TN),TVA,89,2.012,0.000,0.000,,0.674,0.412,0.000,0.000,0.000,1.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.925,0.000,0.000,0.000,0.925,0.674,1.338,0.000,0.000,0.000,2.012
2022,KS,10000,Evergy Metro,SWPP,21,8.884,.,.,DC,0.034,8.636,0.214,.,.,8.884,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.034,8.636,0.214,0.000,0.000,8.884
2022,MO,10000,Evergy Metro,SWPP,28,3.281,.,0.189,AC,0.007,2.675,0.299,.,.,2.981,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,0.300,.,.,.,0.300,0.007,2.975,0.299,0.000,0.000,3.281
2022,KS,10005,"Evergy Kansas South, Inc",SWPP,9,0.282,.,.,AC,0.030,0.002,.,.,.,0.032,.,.,.,.,.,0.000,.,0.250,.,.,.,0.250,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,.,.,.,.,.,0.000,0.030,0.252,0.000,0.000,0.000,0.282
